customer_id,service_request_id,rating,feedback_comments,feedback_date
CUST00935,2356,5,Excellent service.,2025-03-12 22:35:24
CUST00935,2357,4,Excellent service.,2025-04-16 08:29:00
CUST00935,2358,5,Installation completed on time.,2025-01-30 11:49:59
CUST00936,2359,5,Need improvement in network quality.,2025-12-04 18:14:50
CUST00936,2360,3,Good network coverage.,2025-10-28 12:19:15
CUST00936,2361,3,Frequent call drops.,2025-08-22 14:16:45
CUST00937,2363,3,Frequent call drops.,2026-06-25 03:07:25
CUST00938,2365,4,Engineer was professional.,2025-07-06 22:42:33
CUST00939,2366,3,Customer support was helpful.,2025-07-28 17:07:57
CUST00940,2368,5,Billing issue resolved quickly.,2025-12-06 13:55:42
CUST00942,2371,3,Engineer was professional.,2026-06-22 21:03:05
CUST00942,2372,4,Billing issue resolved quickly.,2025-04-21 06:16:41
CUST00946,2385,3,Excellent service.,2026-05-03 16:44:59
CUST00947,2387,3,Good network coverage.,2026-04-01 06:22:08
CUST00950,2393,4,Customer support was helpful.,2026-06-18 14:25:12
CUST00950,2394,4,Excellent service.,2026-05-18 11:55:35
CUST00951,2396,5,Frequent call drops.,2026-04-06 06:43:54
CUST00951,2397,4,Billing issue resolved quickly.,2026-02-04 16:31:54
CUST00951,2398,4,Excellent service.,2024-09-28 01:00:13
CUST00951,2399,4,Customer support was helpful.,2025-09-01 02:51:28
CUST00953,2402,3,Need improvement in network quality.,2026-06-15 01:58:51
CUST00953,2403,5,Customer support was helpful.,2026-02-07 19:58:20
CUST00953,2404,4,Billing issue resolved quickly.,2025-11-23 00:59:28
CUST00954,2405,5,Engineer was professional.,2026-04-02 21:51:06
CUST00954,2407,4,Good network coverage.,2026-04-09 09:11:47
CUST00955,2410,4,Billing issue resolved quickly.,2025-12-27 23:45:01
CUST00956,2411,3,Installation completed on time.,2026-03-14 05:16:25
CUST00957,2414,4,Excellent service.,2026-03-30 19:21:12
CUST00958,2415,4,Need improvement in network quality.,2025-07-24 19:54:20
CUST00960,2420,3,Internet speed is satisfactory.,2025-08-30 08:46:34
CUST00961,2423,4,Billing issue resolved quickly.,2026-06-25 17:21:50
CUST00962,2424,3,Need improvement in network quality.,2026-05-19 22:27:22
CUST00962,2426,4,Good network coverage.,2025-11-14 01:06:15
CUST00963,2427,3,Excellent service.,2025-12-17 01:45:34
CUST00963,2430,4,Engineer was professional.,2025-07-11 03:44:59
CUST00965,2433,3,Excellent service.,2025-06-13 17:06:52
CUST00965,2434,4,Excellent service.,2025-11-18 06:52:51
CUST00966,2436,3,Installation completed on time.,2024-11-13 05:01:30
CUST00967,2440,4,Very satisfied with the service.,2026-06-21 03:41:06
CUST00967,2442,3,Good network coverage.,2025-02-02 01:20:43
CUST00968,2444,5,Good network coverage.,2026-05-03 07:18:22
CUST00969,2445,4,Engineer was professional.,2026-05-28 11:44:22
CUST00969,2446,4,Frequent call drops.,2025-11-20 16:42:12
CUST00970,2451,3,Excellent service.,2026-06-28 00:43:19
CUST00971,2452,3,Engineer was professional.,2026-03-31 11:43:04
CUST00972,2456,5,Installation completed on time.,2026-05-02 04:03:13
CUST00973,2459,3,Installation completed on time.,2026-04-23 17:36:41
CUST00973,2460,3,Very satisfied with the service.,2025-11-21 08:18:39
CUST00974,2462,4,Billing issue resolved quickly.,2026-06-22 03:20:08
CUST00974,2464,5,Good network coverage.,2024-08-09 12:15:52
CUST00975,2467,4,Engineer was professional.,2025-08-18 19:50:03
CUST00977,2471,3,Good network coverage.,2026-06-21 15:33:11
CUST00978,2474,5,Very satisfied with the service.,2026-06-01 22:33:27
CUST00978,2475,3,Very satisfied with the service.,2026-02-26 07:55:23
CUST00979,2476,3,Excellent service.,2025-05-22 00:01:12
CUST00979,2478,4,Billing issue resolved quickly.,2026-06-18 12:15:32
CUST00980,2482,4,Excellent service.,2025-06-02 00:08:16
CUST00981,2483,5,Need improvement in network quality.,2026-04-19 10:02:36
CUST00981,2486,5,Internet speed is satisfactory.,2025-02-24 10:57:54
CUST00982,2487,4,Billing issue resolved quickly.,2026-05-04 23:50:08
CUST00983,2489,4,Good network coverage.,2026-05-31 14:39:07
CUST00984,2493,3,Internet speed is satisfactory.,2026-02-22 20:01:35
CUST00985,2494,5,Billing issue resolved quickly.,2026-02-22 08:25:34
CUST00986,2500,3,Billing issue resolved quickly.,2026-06-12 01:34:14
CUST00988,2506,4,Frequent call drops.,2025-09-28 05:17:25
CUST00989,2508,4,Internet speed is satisfactory.,2026-03-31 22:54:17
CUST00990,2510,3,Very satisfied with the service.,2026-03-10 23:46:58
CUST00990,2511,4,Frequent call drops.,2025-05-19 23:40:35
CUST00991,2512,3,Billing issue resolved quickly.,2026-05-21 02:17:53
CUST00992,2515,3,Installation completed on time.,2026-02-11 23:05:12
CUST00993,2517,5,Frequent call drops.,2026-06-25 21:19:55
CUST00993,2518,4,Internet speed is satisfactory.,2025-09-05 02:05:11
CUST00995,2520,5,Need improvement in network quality.,2025-12-21 20:21:21
CUST00996,2524,4,Engineer was professional.,2025-08-13 14:49:55
CUST00997,2527,4,Installation completed on time.,2026-05-08 21:28:31
CUST00997,2528,4,Billing issue resolved quickly.,2026-06-01 12:41:23
CUST00998,2529,4,Customer support was helpful.,2025-07-30 18:44:26
CUST00998,2531,4,Frequent call drops.,2025-11-01 08:30:24
CUST00999,2532,5,Customer support was helpful.,2025-11-18 19:35:43
CUST01000,2535,4,Good network coverage.,2025-08-29 16:11:34
CUST01001,2536,3,Excellent service.,2026-03-31 14:44:54
CUST01001,2538,5,Good network coverage.,2026-05-19 21:39:03
CUST01003,2542,4,Engineer was professional.,2026-05-29 08:50:21
CUST01004,2544,3,Internet speed is satisfactory.,2025-11-05 13:59:33
CUST01005,2545,4,Customer support was helpful.,2026-01-08 19:47:51
CUST01006,2549,5,Customer support was helpful.,2026-01-29 03:07:08
CUST01007,2551,3,Customer support was helpful.,2025-11-15 08:47:23
CUST01007,2553,5,Customer support was helpful.,2026-06-21 08:52:04
CUST01008,2555,4,Internet speed is satisfactory.,2026-06-06 14:10:54
CUST01008,2556,3,Internet speed is satisfactory.,2026-04-23 17:27:59
CUST01011,2562,5,Billing issue resolved quickly.,2025-11-16 17:31:18
CUST01012,2564,5,Customer support was helpful.,2026-05-03 10:48:56
CUST01013,2567,5,Need improvement in network quality.,2026-04-09 13:04:28
CUST01014,2570,4,Engineer was professional.,2026-05-23 12:44:02
CUST01014,2571,3,Frequent call drops.,2025-09-26 22:13:09
CUST01015,2573,3,Customer support was helpful.,2026-06-05 21:27:59
CUST01016,2575,5,Internet speed is satisfactory.,2026-01-03 13:48:59
CUST01017,2578,4,Customer support was helpful.,2026-05-21 13:27:10
CUST01018,2582,5,Engineer was professional.,2026-02-04 16:09:19
CUST01019,2584,3,Installation completed on time.,2024-09-25 07:21:03
CUST01019,2585,3,Internet speed is satisfactory.,2025-05-27 02:02:08
CUST01020,2589,5,Good network coverage.,2026-02-24 10:05:20
CUST01021,2591,3,Installation completed on time.,2026-02-26 21:24:52
CUST01022,2593,3,Frequent call drops.,2025-09-07 00:56:48
CUST01024,2597,3,Need improvement in network quality.,2026-06-02 08:01:15
CUST01024,2598,4,Frequent call drops.,2026-06-02 13:58:21
CUST01025,2600,5,Frequent call drops.,2025-11-24 01:44:56
CUST01025,2601,3,Installation completed on time.,2026-06-05 03:22:55
CUST01025,2602,4,Need improvement in network quality.,2025-06-11 03:29:37
CUST01031,2613,5,Good network coverage.,2026-04-26 08:32:17
CUST01031,2614,4,Customer support was helpful.,2026-06-10 10:43:55
CUST01032,2617,5,Good network coverage.,2025-09-10 05:53:34
CUST01033,2619,4,Billing issue resolved quickly.,2026-04-28 05:05:08
CUST01034,2621,4,Need improvement in network quality.,2025-11-20 07:36:48
CUST01034,2622,5,Frequent call drops.,2026-06-08 07:22:52
CUST01035,2624,3,Billing issue resolved quickly.,2026-06-26 04:04:45
CUST01036,2627,3,Need improvement in network quality.,2025-07-28 10:17:33
CUST01036,2628,3,Excellent service.,2025-11-28 00:16:29
CUST01037,2630,4,Billing issue resolved quickly.,2025-11-03 04:08:50
CUST01037,2631,5,Frequent call drops.,2026-06-15 15:56:27
CUST01037,2632,4,Need improvement in network quality.,2026-03-13 21:17:10
CUST01038,2634,3,Very satisfied with the service.,2026-06-05 14:26:34
CUST01040,2637,4,Frequent call drops.,2025-08-21 10:20:36
CUST01041,2639,3,Excellent service.,2026-01-02 23:49:18
CUST01041,2640,3,Internet speed is satisfactory.,2026-04-09 08:24:15
CUST01042,2642,5,Excellent service.,2026-05-09 21:51:04
CUST01042,2643,5,Billing issue resolved quickly.,2025-07-01 13:38:42
CUST01043,2645,4,Frequent call drops.,2026-04-06 06:49:37
CUST01046,2652,4,Internet speed is satisfactory.,2024-11-16 10:15:54
CUST01046,2654,4,Engineer was professional.,2026-06-29 12:20:51
CUST01046,2655,5,Very satisfied with the service.,2026-02-27 06:08:24
CUST01047,2658,3,Installation completed on time.,2026-02-20 07:25:02
CUST01048,2660,4,Engineer was professional.,2025-12-22 00:43:07
CUST01049,2661,3,Engineer was professional.,2025-07-21 23:45:31
CUST01049,2662,4,Billing issue resolved quickly.,2025-09-26 22:27:00
CUST01051,2668,3,Excellent service.,2026-05-25 05:27:34
CUST01051,2669,4,Excellent service.,2026-01-14 09:32:38
CUST01052,2670,4,Installation completed on time.,2026-06-02 17:24:17
CUST01053,2672,3,Internet speed is satisfactory.,2025-02-23 20:10:51
CUST01054,2673,4,Engineer was professional.,2025-11-26 04:56:14
CUST01054,2674,5,Customer support was helpful.,2026-06-17 13:06:22
CUST01054,2676,4,Good network coverage.,2025-12-18 01:00:47
CUST01055,2677,4,Internet speed is satisfactory.,2026-06-28 20:32:00
CUST01056,2679,4,Customer support was helpful.,2026-04-30 10:54:21
CUST01056,2680,3,Internet speed is satisfactory.,2025-12-28 07:03:07
CUST01056,2681,3,Frequent call drops.,2024-11-12 03:12:27
CUST01057,2682,3,Billing issue resolved quickly.,2025-11-29 03:38:19
CUST01058,2683,4,Frequent call drops.,2026-04-20 09:38:12
CUST01059,2684,4,Very satisfied with the service.,2026-01-09 09:07:08
CUST01059,2685,3,Frequent call drops.,2025-01-12 10:49:56
CUST01060,2688,3,Good network coverage.,2025-12-01 09:36:54
CUST01062,2690,3,Billing issue resolved quickly.,2026-03-17 12:16:32
CUST01062,2692,5,Customer support was helpful.,2026-06-18 05:47:10
CUST01062,2693,4,Billing issue resolved quickly.,2026-04-24 16:04:07
CUST01064,2698,5,Need improvement in network quality.,2026-06-19 07:08:23
CUST01065,2701,5,Excellent service.,2025-11-18 13:34:26
CUST01065,2702,5,Engineer was professional.,2025-06-06 04:43:08
CUST01066,2703,4,Good network coverage.,2025-01-31 15:48:10
CUST01066,2704,4,Excellent service.,2026-04-11 07:21:04
CUST01068,2709,3,Internet speed is satisfactory.,2025-07-07 22:29:39
CUST01070,2712,4,Very satisfied with the service.,2026-06-05 14:05:03
CUST01071,2714,4,Internet speed is satisfactory.,2026-05-28 03:25:55
CUST01072,2715,5,Installation completed on time.,2026-06-21 19:32:21
CUST01074,2718,5,Frequent call drops.,2025-10-20 03:36:41
CUST01074,2719,4,Internet speed is satisfactory.,2025-10-07 09:54:36
CUST01074,2720,4,Customer support was helpful.,2026-06-29 05:57:13
CUST01075,2722,4,Frequent call drops.,2026-06-22 05:12:54
CUST01077,2727,5,Installation completed on time.,2025-12-17 18:38:24
CUST01079,2732,4,Excellent service.,2025-07-01 10:20:19
CUST01081,2738,4,Good network coverage.,2026-06-18 01:33:52
CUST01082,2740,4,Need improvement in network quality.,2025-08-24 01:44:02
CUST01083,2741,3,Customer support was helpful.,2024-09-08 09:33:45
CUST01084,2745,5,Frequent call drops.,2025-01-17 19:36:13
CUST01085,2746,5,Billing issue resolved quickly.,2026-06-03 04:48:34
CUST01085,2747,4,Very satisfied with the service.,2024-09-19 08:16:07
CUST01086,2749,5,Good network coverage.,2025-12-29 23:10:00
CUST01086,2750,5,Need improvement in network quality.,2025-06-14 17:35:08
CUST01087,2751,3,Billing issue resolved quickly.,2026-02-04 11:01:56
CUST01087,2754,3,Engineer was professional.,2026-04-19 00:05:08
CUST01089,2757,4,Excellent service.,2026-04-29 10:17:57
CUST01089,2758,5,Customer support was helpful.,2026-04-02 13:48:40
CUST01089,2760,4,Frequent call drops.,2025-05-08 02:29:05
CUST01090,2761,5,Frequent call drops.,2026-06-29 11:33:37
CUST01091,2765,3,Billing issue resolved quickly.,2026-01-06 21:05:26
CUST01092,2766,4,Billing issue resolved quickly.,2026-05-18 06:58:27
CUST01093,2767,3,Billing issue resolved quickly.,2025-02-16 12:05:31
CUST01094,2771,4,Engineer was professional.,2026-01-20 19:22:58
CUST01094,2772,3,Excellent service.,2025-06-14 14:29:27
CUST01095,2774,4,Billing issue resolved quickly.,2026-05-12 22:27:40
CUST01095,2775,5,Very satisfied with the service.,2024-12-26 10:29:07
CUST01096,2778,4,Engineer was professional.,2026-04-15 21:48:48
CUST01096,2780,5,Internet speed is satisfactory.,2025-06-07 22:58:57
CUST01098,2784,4,Billing issue resolved quickly.,2026-06-28 00:52:08
CUST01098,2787,3,Internet speed is satisfactory.,2026-05-07 15:10:31
CUST01099,2790,4,Billing issue resolved quickly.,2026-03-12 20:48:26
CUST01100,2791,3,Excellent service.,2025-03-13 09:14:12
CUST01100,2792,5,Engineer was professional.,2025-12-03 17:21:50
CUST01100,2793,3,Excellent service.,2025-02-05 07:24:42
CUST01101,2794,4,Engineer was professional.,2026-05-12 03:32:53
CUST01101,2796,4,Customer support was helpful.,2025-02-22 05:53:09
CUST01102,2798,4,Excellent service.,2026-04-06 18:35:39
CUST01103,2800,3,Billing issue resolved quickly.,2026-04-13 20:23:32
CUST01104,2801,4,Installation completed on time.,2026-03-09 06:39:30
CUST01104,2804,5,Excellent service.,2026-05-21 04:58:56
CUST01105,2806,5,Customer support was helpful.,2026-04-21 02:33:52
CUST01106,2808,3,Very satisfied with the service.,2026-03-12 22:45:08
CUST01107,2810,5,Engineer was professional.,2026-05-13 06:22:18
CUST01108,2811,3,Customer support was helpful.,2025-10-05 20:01:16
CUST01109,2812,5,Internet speed is satisfactory.,2025-11-21 01:10:18
CUST01110,2813,3,Good network coverage.,2026-04-19 22:12:19
CUST01111,2816,5,Frequent call drops.,2026-02-06 22:02:33
CUST01112,2819,4,Installation completed on time.,2026-06-27 13:55:02
CUST01113,2820,5,Need improvement in network quality.,2025-05-25 06:37:01
CUST01113,2821,3,Customer support was helpful.,2025-09-16 15:58:53
CUST01114,2824,5,Very satisfied with the service.,2026-06-04 17:31:58
CUST01114,2825,5,Good network coverage.,2025-12-10 03:50:45
CUST01114,2826,4,Internet speed is satisfactory.,2025-07-01 10:03:08
CUST01115,2827,4,Very satisfied with the service.,2026-01-14 03:09:19
CUST01116,2829,3,Billing issue resolved quickly.,2026-06-29 13:48:10
CUST01117,2831,4,Internet speed is satisfactory.,2026-06-06 19:15:14
CUST01121,2840,4,Very satisfied with the service.,2026-02-09 21:37:39
CUST01122,2844,3,Internet speed is satisfactory.,2026-06-03 19:54:25
CUST01122,2846,5,Excellent service.,2026-04-23 14:09:01
CUST01123,2847,4,Very satisfied with the service.,2025-12-09 14:20:56
CUST01124,2849,4,Customer support was helpful.,2026-03-17 05:13:16
CUST01124,2850,4,Installation completed on time.,2026-05-26 08:23:11
CUST01125,2851,5,Very satisfied with the service.,2025-07-25 02:30:15
CUST01126,2853,4,Billing issue resolved quickly.,2025-07-16 00:19:28
CUST01127,2857,4,Internet speed is satisfactory.,2026-05-04 11:40:51
CUST01129,2862,4,Internet speed is satisfactory.,2026-02-20 03:25:00
CUST01129,2863,5,Installation completed on time.,2025-02-27 12:04:25
CUST01131,2870,5,Excellent service.,2025-09-16 18:16:55
CUST01132,2871,4,Engineer was professional.,2026-05-10 19:45:28
CUST01132,2874,5,Excellent service.,2025-07-05 09:53:02
CUST01133,2875,5,Installation completed on time.,2025-07-24 03:47:04
CUST01133,2876,4,Excellent service.,2025-03-09 19:36:07
CUST01133,2877,3,Frequent call drops.,2026-04-26 06:44:47
CUST01134,2878,5,Need improvement in network quality.,2025-09-10 23:58:17
CUST01135,2881,3,Billing issue resolved quickly.,2026-04-30 14:33:57
CUST01135,2882,4,Customer support was helpful.,2026-03-31 06:32:59
CUST01136,2883,5,Billing issue resolved quickly.,2026-04-08 21:16:37
CUST01136,2884,4,Need improvement in network quality.,2026-05-31 12:05:23
CUST01136,2885,3,Billing issue resolved quickly.,2026-03-12 06:16:11
CUST01137,2886,5,Good network coverage.,2026-03-05 21:02:31
CUST01139,2889,4,Billing issue resolved quickly.,2024-11-26 12:20:36
CUST01140,2891,3,Very satisfied with the service.,2025-09-17 18:55:57
CUST01140,2892,3,Good network coverage.,2025-03-13 12:39:11
CUST01142,2894,5,Engineer was professional.,2026-05-17 18:44:12
CUST01143,2896,5,Very satisfied with the service.,2025-05-22 03:03:30
CUST01144,2900,3,Engineer was professional.,2026-02-19 03:12:58
CUST01145,2902,4,Frequent call drops.,2024-11-02 21:21:01
CUST01147,2907,5,Frequent call drops.,2025-05-19 03:05:06
CUST01148,2908,4,Customer support was helpful.,2026-06-28 15:35:17
CUST01150,2915,4,Billing issue resolved quickly.,2026-01-06 23:56:06
CUST01150,2916,4,Installation completed on time.,2026-01-09 03:36:52
CUST01152,2919,4,Customer support was helpful.,2026-04-13 00:16:40
CUST01153,2922,3,Need improvement in network quality.,2025-11-27 03:01:33
CUST01153,2923,4,Billing issue resolved quickly.,2026-06-16 09:44:06
CUST01154,2927,4,Billing issue resolved quickly.,2026-04-17 07:58:42
CUST01155,2929,3,Installation completed on time.,2026-02-27 13:11:42
CUST01157,2933,5,Frequent call drops.,2025-12-11 13:59:59
CUST01157,2935,5,Engineer was professional.,2026-04-11 11:36:14
CUST01158,2936,3,Need improvement in network quality.,2025-03-09 06:55:04
CUST01159,2942,3,Need improvement in network quality.,2024-12-10 15:34:26
CUST01160,2944,4,Frequent call drops.,2026-05-27 16:48:13
CUST01161,2947,5,Very satisfied with the service.,2026-06-12 09:44:44
CUST01162,2948,5,Excellent service.,2025-05-09 13:18:02
CUST01164,2953,4,Internet speed is satisfactory.,2026-05-08 09:45:34
CUST01164,2956,5,Excellent service.,2026-04-28 08:06:45
CUST01166,2958,5,Very satisfied with the service.,2026-06-21 02:31:13
CUST01167,2961,3,Customer support was helpful.,2026-04-23 05:37:57
CUST01168,2962,5,Installation completed on time.,2026-06-21 13:22:43
CUST01168,2963,4,Customer support was helpful.,2026-05-04 10:58:46
CUST01170,2970,4,Frequent call drops.,2025-11-10 12:34:44
CUST01171,2973,3,Frequent call drops.,2026-06-25 17:12:37
CUST01171,2974,5,Internet speed is satisfactory.,2026-05-27 03:05:45
CUST01172,2975,4,Installation completed on time.,2025-10-01 21:56:06
CUST01172,2976,4,Internet speed is satisfactory.,2026-05-06 13:56:32
CUST01173,2977,5,Excellent service.,2026-06-24 08:14:25
CUST01173,2979,5,Need improvement in network quality.,2026-06-09 07:25:42
CUST01174,2981,3,Internet speed is satisfactory.,2026-06-19 00:50:37
CUST01174,2983,3,Billing issue resolved quickly.,2026-06-01 07:55:38
CUST01175,2986,4,Very satisfied with the service.,2025-01-04 11:13:49
CUST01175,2987,3,Need improvement in network quality.,2025-03-13 02:12:03
CUST01176,2991,4,Excellent service.,2025-02-22 00:27:56
CUST01179,2994,5,Customer support was helpful.,2026-02-11 07:05:33
CUST01179,2995,4,Customer support was helpful.,2025-08-30 04:54:40
CUST01180,2996,5,Customer support was helpful.,2025-01-23 09:52:43
CUST01182,2999,3,Good network coverage.,2026-01-15 12:05:26
CUST01183,3000,3,Customer support was helpful.,2025-09-12 08:31:23
CUST01183,3001,5,Internet speed is satisfactory.,2024-12-18 00:47:04
CUST01185,3003,3,Very satisfied with the service.,2026-05-22 04:13:21
CUST01186,3004,5,Need improvement in network quality.,2025-03-23 13:19:21
CUST01187,3007,3,Frequent call drops.,2026-05-07 03:49:38
CUST01189,3010,5,Good network coverage.,2026-04-03 17:38:34
CUST01190,3011,5,Billing issue resolved quickly.,2026-06-25 04:19:47
CUST01190,3012,4,Billing issue resolved quickly.,2026-06-16 15:35:27
CUST01190,3014,5,Excellent service.,2025-02-26 21:48:11
CUST01192,3016,4,Excellent service.,2026-05-25 15:31:03
CUST01192,3017,5,Excellent service.,2026-05-13 18:51:50
CUST01194,3021,3,Billing issue resolved quickly.,2025-09-09 03:36:46
CUST01194,3022,3,Good network coverage.,2025-09-01 23:26:05
CUST01196,3025,4,Very satisfied with the service.,2026-05-29 03:02:41
CUST01196,3026,4,Customer support was helpful.,2026-06-10 07:42:55
CUST01198,3029,3,Excellent service.,2026-03-04 19:35:47
CUST01198,3030,5,Need improvement in network quality.,2025-03-24 16:59:03
CUST01198,3031,4,Need improvement in network quality.,2025-04-29 19:42:01
CUST01199,3032,5,Excellent service.,2026-06-08 05:09:54
CUST01199,3033,5,Internet speed is satisfactory.,2025-11-30 22:41:57
CUST01199,3034,5,Very satisfied with the service.,2026-05-06 13:55:14
CUST01200,3035,5,Excellent service.,2026-05-08 06:59:16
CUST01202,3038,5,Customer support was helpful.,2025-03-14 06:40:08
CUST01203,3039,4,Need improvement in network quality.,2026-04-05 04:23:06
CUST01203,3041,3,Good network coverage.,2025-12-09 00:20:06
CUST01203,3042,4,Very satisfied with the service.,2026-06-25 09:47:04
CUST01206,3045,3,Good network coverage.,2025-12-06 02:40:26
CUST01207,3048,3,Installation completed on time.,2025-08-17 08:21:19
CUST01208,3050,3,Very satisfied with the service.,2025-08-20 22:59:39
CUST01208,3051,5,Frequent call drops.,2026-06-15 18:16:26
CUST01208,3052,3,Good network coverage.,2026-04-20 11:58:29
CUST01209,3054,4,Very satisfied with the service.,2025-06-10 20:18:04
CUST01210,3056,3,Billing issue resolved quickly.,2026-05-28 17:23:34
CUST01211,3059,5,Very satisfied with the service.,2026-03-24 20:00:50
CUST01212,3061,5,Customer support was helpful.,2025-12-04 11:58:35
CUST01213,3063,5,Good network coverage.,2026-06-20 17:17:02
CUST01213,3064,3,Need improvement in network quality.,2025-12-22 20:40:37
CUST01214,3065,4,Installation completed on time.,2026-04-19 00:33:40
CUST01216,3069,5,Internet speed is satisfactory.,2025-10-04 12:57:31
CUST01216,3071,3,Internet speed is satisfactory.,2026-04-07 12:11:13
CUST01216,3072,5,Customer support was helpful.,2026-01-21 11:07:59
CUST01218,3077,3,Customer support was helpful.,2025-06-14 03:01:06
CUST01218,3078,4,Frequent call drops.,2026-02-22 11:05:04
CUST01221,3081,5,Very satisfied with the service.,2025-11-29 15:28:37
CUST01221,3082,5,Installation completed on time.,2025-07-29 14:42:44
CUST01223,3086,3,Excellent service.,2026-02-24 00:04:08
CUST01224,3087,4,Customer support was helpful.,2026-03-14 05:33:00
CUST01225,3089,4,Frequent call drops.,2026-02-04 11:09:04
CUST01225,3090,3,Customer support was helpful.,2026-03-08 22:38:23
CUST01226,3092,3,Customer support was helpful.,2025-09-04 09:32:15
CUST01227,3096,4,Installation completed on time.,2026-04-28 13:57:26
CUST01227,3097,3,Customer support was helpful.,2025-05-28 09:42:03
CUST01230,3101,5,Good network coverage.,2025-09-30 00:00:54
CUST01230,3102,3,Engineer was professional.,2026-04-26 01:03:26
CUST01231,3106,3,Frequent call drops.,2026-03-29 08:22:34
CUST01232,3107,4,Excellent service.,2026-06-26 11:10:02
CUST01233,3109,4,Customer support was helpful.,2026-05-16 03:24:33
CUST01233,3110,3,Excellent service.,2026-04-22 06:26:33
CUST01234,3112,4,Billing issue resolved quickly.,2025-11-23 19:06:02
CUST01234,3113,4,Very satisfied with the service.,2026-06-27 08:19:35
CUST01234,3114,4,Very satisfied with the service.,2026-03-12 01:37:15
CUST01237,3120,4,Excellent service.,2026-05-08 09:34:04
CUST01238,3123,3,Internet speed is satisfactory.,2025-03-15 01:24:45
CUST01238,3124,5,Good network coverage.,2025-05-16 03:48:48
CUST01239,3125,3,Engineer was professional.,2026-03-27 11:25:50
CUST01240,3126,5,Billing issue resolved quickly.,2026-04-27 16:39:19
CUST01240,3127,5,Frequent call drops.,2026-06-17 01:49:37
CUST01240,3128,3,Internet speed is satisfactory.,2026-03-19 03:42:07
CUST01240,3129,4,Internet speed is satisfactory.,2025-03-05 10:53:54
CUST01242,3133,5,Billing issue resolved quickly.,2026-06-21 02:09:18
CUST01242,3134,4,Frequent call drops.,2026-06-25 18:56:37
CUST01243,3136,4,Good network coverage.,2025-12-15 20:48:32
CUST01244,3139,4,Customer support was helpful.,2025-06-12 19:56:02
CUST01244,3140,3,Installation completed on time.,2025-10-18 19:44:21
CUST01245,3144,3,Installation completed on time.,2024-12-01 22:14:34
CUST01245,3145,5,Good network coverage.,2026-04-08 07:30:07
CUST01246,3146,4,Frequent call drops.,2026-03-17 03:36:39
CUST01247,3147,3,Very satisfied with the service.,2026-03-02 10:59:35
CUST01247,3148,4,Internet speed is satisfactory.,2025-02-06 15:24:12
CUST01248,3150,3,Very satisfied with the service.,2026-02-28 10:57:03
CUST01248,3151,4,Internet speed is satisfactory.,2026-04-10 11:01:09
CUST01248,3152,4,Excellent service.,2025-11-24 12:49:28
CUST01248,3153,3,Installation completed on time.,2026-05-18 15:26:47
CUST01249,3155,4,Need improvement in network quality.,2026-04-17 00:00:00
CUST01252,3161,3,Good network coverage.,2026-03-23 13:03:35
CUST01252,3162,3,Billing issue resolved quickly.,2026-06-25 21:02:54
CUST01252,3163,3,Installation completed on time.,2026-04-26 17:48:44
CUST01254,3169,3,Engineer was professional.,2025-11-23 23:14:22
CUST01254,3170,3,Billing issue resolved quickly.,2026-01-30 18:05:57
CUST01254,3171,4,Customer support was helpful.,2026-06-18 12:35:06
CUST01256,3175,4,Billing issue resolved quickly.,2026-06-28 06:18:07
CUST01257,3177,5,Excellent service.,2026-02-07 00:26:35
CUST01257,3179,3,Excellent service.,2025-10-17 15:54:06
CUST01258,3180,3,Need improvement in network quality.,2025-08-29 09:09:39
CUST01259,3181,4,Engineer was professional.,2025-10-17 07:36:30
CUST01259,3182,3,Billing issue resolved quickly.,2024-10-25 22:54:20
CUST01260,3186,4,Very satisfied with the service.,2026-01-03 10:31:18
CUST01261,3187,3,Internet speed is satisfactory.,2026-01-02 20:20:21
CUST01261,3188,4,Frequent call drops.,2026-02-21 15:06:13
CUST01262,3190,3,Engineer was professional.,2025-08-10 05:21:41
CUST01262,3191,3,Excellent service.,2025-05-17 12:09:46
CUST01263,3193,5,Customer support was helpful.,2026-06-13 00:15:58
CUST01264,3195,3,Billing issue resolved quickly.,2026-03-24 17:17:42
CUST01264,3198,4,Customer support was helpful.,2026-03-23 18:34:38
CUST01265,3199,3,Installation completed on time.,2026-04-26 22:47:28
CUST01265,3201,3,Engineer was professional.,2025-05-03 11:58:08
CUST01266,3203,4,Engineer was professional.,2026-02-23 10:31:34
CUST01266,3204,3,Installation completed on time.,2026-06-29 12:02:51
CUST01267,3206,4,Excellent service.,2026-04-26 09:30:00
CUST01267,3207,3,Excellent service.,2026-06-23 19:30:16
CUST01268,3209,4,Excellent service.,2025-02-21 18:39:00
CUST01269,3213,5,Very satisfied with the service.,2026-06-29 13:24:39
CUST01270,3214,5,Frequent call drops.,2025-12-17 08:59:30
CUST01270,3215,4,Frequent call drops.,2026-01-25 16:59:38
CUST01270,3216,4,Very satisfied with the service.,2026-06-09 18:19:25
CUST01271,3217,3,Engineer was professional.,2025-12-26 12:54:42
CUST01271,3218,3,Very satisfied with the service.,2025-03-07 12:58:41
CUST01271,3219,5,Billing issue resolved quickly.,2025-09-15 09:51:36
CUST01271,3220,3,Excellent service.,2025-06-20 18:48:47
CUST01272,3221,5,Good network coverage.,2025-07-24 20:35:47
CUST01272,3222,4,Very satisfied with the service.,2026-06-16 22:10:13
