customer_id,request_type,request_date,status,priority,assigned_to,resolution_date
CUST01101,Fiber Upgrade,2025-03-14 16:20:16,Resolved,High,Neha Verma,2025-03-23 16:20:16
CUST01101,Service Cancellation,2026-02-11 00:19:13,Open,High,Rahul Sharma,
CUST01101,Broadband Installation,2025-02-10 14:51:56,Resolved,Medium,Arjun Singh,2025-02-15 14:51:56
CUST01101,Broadband Installation,2024-09-04 19:20:25,In Progress,High,Amit Kumar,
CUST01102,Fiber Upgrade,2025-12-24 12:20:02,Resolved,Critical,Rahul Sharma,2026-01-01 12:20:02
CUST01102,Service Cancellation,2026-01-13 15:17:23,In Progress,High,Amit Kumar,
CUST01103,Service Cancellation,2026-02-18 07:04:30,Resolved,Low,Arjun Singh,2026-02-19 07:04:30
CUST01104,SIM Activation,2024-10-21 17:49:22,Resolved,High,Rahul Sharma,2024-10-24 17:49:22
CUST01104,SIM Replacement,2026-01-25 22:45:47,In Progress,Critical,Priya Reddy,
CUST01104,Bill Dispute,2024-09-14 07:33:06,In Progress,Critical,Sneha Patel,
CUST01104,SIM Activation,2026-03-02 18:53:55,Resolved,Low,Neha Verma,2026-03-10 18:53:55
CUST01105,Plan Change,2025-02-12 13:51:55,Open,Low,Kiran Das,
CUST01105,Service Cancellation,2024-09-14 12:50:23,Resolved,High,Priya Reddy,2024-09-24 12:50:23
CUST01106,New Connection,2025-07-22 21:18:12,In Progress,Critical,Rohit Rao,
CUST01106,Plan Change,2024-07-10 02:46:56,Resolved,Medium,Neha Verma,2024-07-11 02:46:56
CUST01106,SIM Activation,2026-06-27 13:36:27,Open,High,Kiran Das,
CUST01107,Network Issue,2026-04-18 19:55:30,Closed,Low,Rohit Rao,2026-04-19 19:55:30
CUST01108,New Connection,2025-05-04 20:49:31,Resolved,Low,Sneha Patel,2025-05-12 20:49:31
CUST01109,Plan Change,2024-07-30 17:13:48,Closed,Low,Kiran Das,2024-08-01 17:13:48
CUST01110,Network Issue,2024-12-14 03:44:42,Closed,High,Neha Verma,2024-12-24 03:44:42
CUST01110,SIM Activation,2024-10-10 13:18:50,In Progress,Medium,Rohit Rao,
CUST01110,Bill Dispute,2024-07-02 10:09:39,In Progress,Medium,Rahul Sharma,
CUST01111,SIM Activation,2025-11-19 15:05:55,Closed,Medium,Neha Verma,2025-11-22 15:05:55
CUST01111,Network Issue,2024-07-17 14:25:55,In Progress,Low,Arjun Singh,
CUST01112,SIM Activation,2025-10-15 00:04:46,In Progress,High,Rohit Rao,
CUST01112,Address Update,2026-06-26 13:09:21,Closed,Medium,Arjun Singh,2026-07-01 13:09:21
CUST01113,Service Cancellation,2024-12-30 12:08:14,Closed,Critical,Priya Reddy,2025-01-05 12:08:14
CUST01113,Fiber Upgrade,2025-02-19 07:08:59,Closed,Low,Rahul Sharma,2025-02-20 07:08:59
CUST01113,SIM Replacement,2025-09-08 01:52:00,Open,High,Kiran Das,
CUST01113,New Connection,2025-02-05 04:50:49,In Progress,High,Priya Reddy,
CUST01114,Fiber Upgrade,2026-05-13 03:55:08,Closed,Low,Priya Reddy,2026-05-18 03:55:08
CUST01114,Broadband Installation,2024-08-27 20:21:27,Closed,High,Kiran Das,2024-09-06 20:21:27
CUST01114,Network Issue,2025-06-05 09:45:19,Closed,Critical,Amit Kumar,2025-06-12 09:45:19
CUST01115,Plan Change,2026-01-10 18:09:40,Resolved,Critical,Sneha Patel,2026-01-20 18:09:40
CUST01115,SIM Replacement,2025-05-17 00:36:53,Open,Medium,Rahul Sharma,
CUST01116,SIM Replacement,2026-06-29 12:01:13,Closed,High,Kiran Das,2026-07-03 12:01:13
CUST01117,SIM Activation,2025-09-12 05:00:34,Open,High,Rahul Sharma,
CUST01117,Service Cancellation,2025-12-21 13:19:20,Closed,Critical,Amit Kumar,2025-12-26 13:19:20
CUST01117,SIM Replacement,2024-12-30 01:53:31,Open,High,Amit Kumar,
CUST01117,Broadband Installation,2025-11-24 22:20:25,Open,Low,Sneha Patel,
CUST01118,SIM Replacement,2025-04-29 17:48:55,In Progress,High,Sneha Patel,
CUST01119,Address Update,2026-04-28 01:56:14,In Progress,High,Kiran Das,
CUST01119,Address Update,2025-03-27 03:49:37,In Progress,Critical,Priya Reddy,
CUST01119,Service Cancellation,2025-07-23 17:29:08,Open,Medium,Amit Kumar,
CUST01120,Address Update,2024-07-29 15:56:05,In Progress,Critical,Amit Kumar,
CUST01120,New Connection,2025-05-06 18:48:32,Open,High,Kiran Das,
CUST01121,Service Cancellation,2024-11-21 07:45:25,Resolved,High,Arjun Singh,2024-11-27 07:45:25
CUST01121,Fiber Upgrade,2026-03-25 02:27:50,In Progress,High,Rahul Sharma,
CUST01121,Service Cancellation,2026-02-24 04:50:36,In Progress,Medium,Amit Kumar,
CUST01122,Address Update,2025-09-22 12:15:14,Open,Low,Rahul Sharma,
CUST01122,New Connection,2026-05-18 23:14:41,Resolved,Low,Neha Verma,2026-05-25 23:14:41
CUST01122,SIM Activation,2025-05-28 00:17:16,Open,Critical,Neha Verma,
CUST01122,SIM Replacement,2026-02-20 04:29:49,Resolved,Critical,Rahul Sharma,2026-03-02 04:29:49
CUST01123,Bill Dispute,2025-10-28 04:53:07,Resolved,High,Sneha Patel,2025-11-02 04:53:07
CUST01124,SIM Activation,2024-09-27 15:37:05,Open,Low,Priya Reddy,
CUST01124,Plan Change,2025-08-22 17:05:10,Resolved,Low,Rohit Rao,2025-08-23 17:05:10
CUST01124,Address Update,2026-03-07 14:50:12,Closed,Medium,Sneha Patel,2026-03-14 14:50:12
CUST01125,Bill Dispute,2025-05-21 04:04:18,Closed,Medium,Rohit Rao,2025-05-24 04:04:18
CUST01125,Address Update,2024-09-18 23:18:52,In Progress,High,Sneha Patel,
CUST01126,Plan Change,2025-04-02 22:36:37,Resolved,Medium,Sneha Patel,2025-04-04 22:36:37
CUST01127,Fiber Upgrade,2024-11-15 23:27:13,In Progress,High,Amit Kumar,
CUST01127,SIM Replacement,2024-07-31 09:34:09,In Progress,Low,Kiran Das,
CUST01127,Address Update,2026-04-17 11:15:06,Open,High,Rohit Rao,
CUST01127,Address Update,2024-11-03 22:49:52,Closed,Critical,Priya Reddy,2024-11-07 22:49:52
CUST01128,Broadband Installation,2026-05-14 20:20:45,In Progress,Critical,Rahul Sharma,
CUST01128,Address Update,2024-08-12 23:45:18,In Progress,High,Sneha Patel,
CUST01129,Broadband Installation,2026-02-17 08:22:25,Open,High,Arjun Singh,
CUST01129,Address Update,2025-07-01 08:42:07,Open,High,Priya Reddy,
CUST01129,SIM Activation,2025-12-09 13:08:01,Resolved,Critical,Priya Reddy,2025-12-11 13:08:01
CUST01129,SIM Replacement,2024-07-20 19:49:58,Resolved,Low,Amit Kumar,2024-07-23 19:49:58
CUST01130,Address Update,2025-02-01 04:31:42,Open,Medium,Amit Kumar,
CUST01130,Address Update,2026-03-13 22:28:19,Open,Critical,Priya Reddy,
CUST01130,Broadband Installation,2025-04-11 10:59:34,Open,Medium,Sneha Patel,
CUST01131,Broadband Installation,2024-11-05 07:44:37,Open,Low,Amit Kumar,
CUST01131,Broadband Installation,2025-07-22 02:50:50,In Progress,Low,Kiran Das,
CUST01131,New Connection,2025-05-19 13:52:17,Open,High,Amit Kumar,
CUST01131,New Connection,2025-08-14 21:38:25,Resolved,Critical,Rahul Sharma,2025-08-23 21:38:25
CUST01132,Fiber Upgrade,2025-12-05 18:48:47,Resolved,Critical,Rahul Sharma,2025-12-07 18:48:47
CUST01132,Broadband Installation,2025-02-18 08:53:25,Open,Low,Neha Verma,
CUST01132,Service Cancellation,2024-10-17 14:21:49,Open,Critical,Neha Verma,
CUST01132,SIM Replacement,2025-05-14 23:01:40,Resolved,Critical,Arjun Singh,2025-05-17 23:01:40
CUST01133,Plan Change,2024-08-02 22:47:19,Closed,Medium,Neha Verma,2024-08-06 22:47:19
CUST01133,Bill Dispute,2024-07-25 06:42:33,Closed,High,Neha Verma,2024-07-28 06:42:33
CUST01133,Address Update,2025-10-23 22:30:54,Resolved,High,Rohit Rao,2025-10-24 22:30:54
CUST01134,Fiber Upgrade,2024-11-28 09:15:56,Closed,Critical,Kiran Das,2024-11-30 09:15:56
CUST01134,New Connection,2024-12-19 20:31:31,Open,Medium,Amit Kumar,
CUST01135,SIM Replacement,2025-03-11 21:51:07,In Progress,Low,Arjun Singh,
CUST01135,Address Update,2026-04-04 20:11:47,Closed,Low,Rohit Rao,2026-04-08 20:11:47
CUST01135,SIM Replacement,2024-09-05 09:18:25,Resolved,Critical,Amit Kumar,2024-09-10 09:18:25
CUST01136,Service Cancellation,2024-07-15 15:35:07,Closed,Low,Rahul Sharma,2024-07-17 15:35:07
CUST01136,Fiber Upgrade,2026-05-11 01:06:37,Closed,Critical,Rohit Rao,2026-05-21 01:06:37
CUST01136,SIM Activation,2025-07-04 10:14:05,Closed,Medium,Neha Verma,2025-07-11 10:14:05
CUST01137,Bill Dispute,2026-02-14 22:54:09,Resolved,Critical,Rohit Rao,2026-02-15 22:54:09
CUST01138,Network Issue,2026-05-02 17:20:08,In Progress,High,Priya Reddy,
CUST01138,Plan Change,2024-10-24 20:43:19,In Progress,Medium,Priya Reddy,
CUST01139,Service Cancellation,2024-07-30 12:13:59,Closed,Critical,Sneha Patel,2024-08-02 12:13:59
CUST01140,Broadband Installation,2025-05-31 13:16:46,In Progress,High,Amit Kumar,
CUST01140,Service Cancellation,2025-08-23 03:04:00,Resolved,Medium,Amit Kumar,2025-09-02 03:04:00
CUST01140,New Connection,2025-02-07 20:12:10,Closed,Medium,Rahul Sharma,2025-02-10 20:12:10
CUST01141,Network Issue,2026-03-25 21:35:39,In Progress,Low,Amit Kumar,
CUST01142,Fiber Upgrade,2026-02-06 03:11:52,Resolved,Critical,Kiran Das,2026-02-13 03:11:52
CUST01143,Plan Change,2025-04-02 07:31:51,Open,Medium,Rahul Sharma,
CUST01143,SIM Replacement,2025-02-26 07:20:37,Closed,High,Priya Reddy,2025-03-07 07:20:37
CUST01144,SIM Replacement,2024-08-31 20:18:42,Open,High,Sneha Patel,
CUST01144,Fiber Upgrade,2026-01-23 05:23:52,Open,Low,Neha Verma,
CUST01144,SIM Replacement,2024-08-21 03:00:43,In Progress,Medium,Rohit Rao,
CUST01144,Bill Dispute,2025-05-03 23:24:28,Resolved,High,Neha Verma,2025-05-07 23:24:28
CUST01145,Plan Change,2025-10-28 21:01:49,Open,Low,Priya Reddy,
CUST01145,SIM Activation,2024-08-25 03:18:25,Resolved,High,Arjun Singh,2024-09-03 03:18:25
CUST01145,Fiber Upgrade,2024-11-18 20:49:20,In Progress,Critical,Priya Reddy,
CUST01145,Plan Change,2026-02-05 09:29:24,In Progress,Medium,Sneha Patel,
CUST01146,Bill Dispute,2024-08-07 01:50:49,In Progress,Medium,Sneha Patel,
CUST01146,Bill Dispute,2025-12-07 02:34:32,Open,Medium,Rohit Rao,
CUST01147,Plan Change,2025-05-08 11:38:16,Closed,Medium,Sneha Patel,2025-05-11 11:38:16
CUST01148,SIM Replacement,2026-06-26 03:21:13,Closed,High,Rahul Sharma,2026-06-28 03:21:13
CUST01148,Network Issue,2024-11-02 15:44:02,Open,High,Kiran Das,
CUST01148,Network Issue,2026-01-31 11:18:08,In Progress,Medium,Arjun Singh,
CUST01148,SIM Activation,2025-03-21 09:32:39,Open,Low,Rohit Rao,
CUST01149,Address Update,2025-06-21 00:56:28,In Progress,Low,Neha Verma,
CUST01149,Network Issue,2025-10-09 10:30:29,Open,High,Arjun Singh,
CUST01150,Bill Dispute,2026-03-13 04:03:39,In Progress,Medium,Kiran Das,
CUST01150,Broadband Installation,2024-10-24 06:56:21,Resolved,Low,Arjun Singh,2024-10-27 06:56:21
CUST01150,Service Cancellation,2025-05-21 22:12:26,Resolved,High,Kiran Das,2025-05-28 22:12:26
CUST01151,Network Issue,2024-12-25 09:54:04,In Progress,Critical,Sneha Patel,
CUST01151,Service Cancellation,2026-05-16 09:22:06,Open,High,Rohit Rao,
CUST01152,SIM Activation,2026-03-20 14:22:44,Resolved,Critical,Rohit Rao,2026-03-27 14:22:44
CUST01152,Address Update,2025-05-15 01:29:34,Open,Medium,Priya Reddy,
CUST01152,Address Update,2025-02-09 14:53:22,In Progress,Low,Priya Reddy,
CUST01153,Fiber Upgrade,2025-11-14 13:57:46,Resolved,High,Rohit Rao,2025-11-22 13:57:46
CUST01153,Network Issue,2026-05-21 09:21:53,Resolved,Low,Amit Kumar,2026-05-23 09:21:53
CUST01153,Fiber Upgrade,2025-05-16 03:12:57,Open,Critical,Arjun Singh,
CUST01153,Address Update,2025-11-11 09:21:30,In Progress,Low,Arjun Singh,
CUST01154,Broadband Installation,2025-04-20 16:00:11,Open,High,Arjun Singh,
CUST01154,Broadband Installation,2024-12-12 21:45:51,Resolved,Low,Kiran Das,2024-12-13 21:45:51
CUST01155,Plan Change,2025-09-10 15:21:15,In Progress,Low,Priya Reddy,
CUST01155,SIM Activation,2025-03-16 18:16:43,Closed,Medium,Rahul Sharma,2025-03-23 18:16:43
CUST01155,SIM Replacement,2026-04-25 13:47:02,Open,Low,Kiran Das,
CUST01155,Broadband Installation,2025-01-25 03:08:03,Open,Medium,Priya Reddy,
CUST01156,Network Issue,2024-08-06 11:53:05,Open,Critical,Sneha Patel,
CUST01157,SIM Replacement,2024-11-22 18:18:01,Closed,Low,Rahul Sharma,2024-12-01 18:18:01
CUST01157,SIM Replacement,2024-11-28 07:00:38,In Progress,Critical,Sneha Patel,
CUST01157,Plan Change,2025-09-15 06:37:47,Closed,Medium,Rahul Sharma,2025-09-21 06:37:47
CUST01158,Network Issue,2024-10-05 23:00:40,Closed,High,Sneha Patel,2024-10-12 23:00:40
CUST01158,SIM Activation,2025-04-14 13:43:41,Open,Critical,Priya Reddy,
CUST01158,Bill Dispute,2026-01-31 15:15:10,In Progress,High,Amit Kumar,
CUST01158,Broadband Installation,2025-07-12 21:03:47,In Progress,Low,Priya Reddy,
CUST01159,SIM Replacement,2025-11-28 10:26:40,In Progress,Low,Amit Kumar,
CUST01159,Network Issue,2026-04-21 17:46:01,Open,Critical,Amit Kumar,
CUST01159,Service Cancellation,2024-11-02 07:12:29,Closed,Low,Rahul Sharma,2024-11-10 07:12:29
CUST01160,SIM Activation,2025-04-14 12:56:21,Open,Critical,Kiran Das,
CUST01160,New Connection,2026-05-13 11:28:02,Resolved,Critical,Rahul Sharma,2026-05-14 11:28:02
CUST01161,Network Issue,2024-09-03 17:53:33,In Progress,Medium,Kiran Das,
CUST01161,New Connection,2025-09-06 16:44:04,Open,High,Amit Kumar,
CUST01161,Network Issue,2026-05-29 22:47:42,Closed,Critical,Sneha Patel,2026-06-05 22:47:42
CUST01162,Network Issue,2024-10-10 20:24:38,Closed,Low,Rahul Sharma,2024-10-13 20:24:38
CUST01162,Service Cancellation,2026-02-01 00:23:12,In Progress,High,Sneha Patel,
CUST01163,Bill Dispute,2025-03-15 22:30:09,Open,Low,Priya Reddy,
CUST01163,Fiber Upgrade,2024-11-08 18:23:56,In Progress,High,Rohit Rao,
CUST01163,Address Update,2026-02-12 13:38:21,Open,Medium,Rahul Sharma,
CUST01164,New Connection,2026-03-23 17:28:57,Closed,Medium,Priya Reddy,2026-03-29 17:28:57
CUST01164,SIM Replacement,2025-01-15 22:15:27,In Progress,Medium,Arjun Singh,
CUST01164,Fiber Upgrade,2026-04-20 00:08:07,Open,Medium,Rohit Rao,
CUST01164,SIM Replacement,2026-01-17 18:06:51,Closed,High,Rohit Rao,2026-01-26 18:06:51
CUST01165,SIM Replacement,2025-06-12 00:09:46,In Progress,High,Kiran Das,
CUST01166,Address Update,2026-06-14 06:33:03,Resolved,Critical,Amit Kumar,2026-06-18 06:33:03
CUST01166,SIM Replacement,2025-10-04 00:41:18,In Progress,Critical,Sneha Patel,
CUST01166,SIM Activation,2024-10-12 00:44:05,Open,Medium,Kiran Das,
CUST01167,Fiber Upgrade,2025-11-19 05:25:26,Closed,Medium,Rohit Rao,2025-11-25 05:25:26
CUST01168,SIM Activation,2026-06-02 11:51:57,Closed,Critical,Sneha Patel,2026-06-04 11:51:57
CUST01168,Address Update,2026-01-22 17:25:45,Closed,Critical,Rahul Sharma,2026-01-24 17:25:45
CUST01168,Broadband Installation,2024-12-17 12:01:03,In Progress,Low,Amit Kumar,
CUST01168,Plan Change,2026-05-16 23:47:47,Open,Medium,Sneha Patel,
CUST01169,SIM Replacement,2026-02-20 22:56:43,In Progress,Medium,Priya Reddy,
CUST01169,SIM Replacement,2024-08-06 11:10:58,In Progress,Critical,Neha Verma,
CUST01169,Fiber Upgrade,2026-05-02 16:31:19,Open,High,Rohit Rao,
CUST01169,SIM Activation,2025-03-21 05:17:22,In Progress,Low,Sneha Patel,
CUST01170,Bill Dispute,2024-12-23 08:42:13,Resolved,Critical,Neha Verma,2024-12-25 08:42:13
CUST01171,Fiber Upgrade,2025-04-24 20:45:50,In Progress,Medium,Sneha Patel,
CUST01171,Network Issue,2025-01-03 15:52:06,Open,Critical,Amit Kumar,
CUST01171,Plan Change,2026-03-05 21:01:12,Closed,Critical,Neha Verma,2026-03-14 21:01:12
CUST01171,New Connection,2025-05-22 05:00:04,Resolved,Low,Rohit Rao,2025-05-31 05:00:04
CUST01172,Network Issue,2025-08-26 23:06:28,Closed,Critical,Rohit Rao,2025-09-04 23:06:28
CUST01172,Network Issue,2025-08-15 03:29:35,Closed,Medium,Kiran Das,2025-08-24 03:29:35
CUST01173,Network Issue,2025-11-21 22:17:37,Resolved,Critical,Sneha Patel,2025-11-23 22:17:37
CUST01173,Address Update,2025-06-22 22:27:25,Open,Low,Sneha Patel,
CUST01173,Service Cancellation,2026-03-10 02:52:45,Closed,Medium,Amit Kumar,2026-03-20 02:52:45
CUST01174,Fiber Upgrade,2026-01-26 22:28:40,Open,High,Sneha Patel,
CUST01174,Fiber Upgrade,2024-11-19 09:58:30,Resolved,Low,Kiran Das,2024-11-29 09:58:30
CUST01174,SIM Replacement,2026-01-11 04:08:23,In Progress,High,Arjun Singh,
CUST01174,Service Cancellation,2026-04-28 05:53:04,Resolved,Critical,Kiran Das,2026-05-02 05:53:04
CUST01175,Bill Dispute,2025-07-03 17:30:20,In Progress,Medium,Rahul Sharma,
CUST01175,Address Update,2024-12-12 05:54:23,Open,Low,Arjun Singh,
CUST01175,Plan Change,2024-10-07 20:44:37,Resolved,High,Sneha Patel,2024-10-16 20:44:37
CUST01175,Network Issue,2024-08-01 18:30:34,Resolved,High,Kiran Das,2024-08-04 18:30:34
CUST01176,Fiber Upgrade,2024-07-05 05:59:19,Open,High,Rohit Rao,
CUST01176,Plan Change,2025-11-15 14:14:08,In Progress,Medium,Priya Reddy,
CUST01176,New Connection,2024-08-20 11:43:40,In Progress,High,Amit Kumar,
CUST01176,New Connection,2024-07-30 06:21:06,Resolved,High,Rohit Rao,2024-08-03 06:21:06
CUST01177,New Connection,2026-06-09 16:09:37,In Progress,Low,Kiran Das,
CUST01178,Fiber Upgrade,2026-02-03 19:41:31,In Progress,Critical,Rahul Sharma,
CUST01179,Fiber Upgrade,2025-04-27 11:21:24,Closed,Critical,Rahul Sharma,2025-05-02 11:21:24
CUST01179,Broadband Installation,2024-08-30 17:50:09,Closed,Medium,Amit Kumar,2024-09-03 17:50:09
CUST01180,Service Cancellation,2024-11-25 19:51:46,Resolved,Medium,Priya Reddy,2024-11-30 19:51:46
CUST01180,SIM Activation,2026-04-06 00:18:40,In Progress,Low,Arjun Singh,
CUST01181,Plan Change,2025-07-07 01:16:25,In Progress,Medium,Sneha Patel,
CUST01182,New Connection,2024-07-18 18:31:54,Closed,Low,Rohit Rao,2024-07-19 18:31:54
CUST01183,SIM Activation,2024-12-12 03:40:11,Closed,High,Rahul Sharma,2024-12-18 03:40:11
CUST01183,SIM Activation,2024-09-06 20:57:52,Resolved,Critical,Rohit Rao,2024-09-14 20:57:52
CUST01184,New Connection,2025-04-10 09:15:52,In Progress,Low,Kiran Das,
CUST01185,New Connection,2026-01-23 17:07:44,Closed,Low,Rohit Rao,2026-01-24 17:07:44
CUST01186,Network Issue,2025-01-15 11:32:51,Closed,Medium,Sneha Patel,2025-01-22 11:32:51
CUST01186,New Connection,2026-04-11 23:47:47,In Progress,Medium,Neha Verma,
CUST01186,Network Issue,2025-08-13 17:52:54,Open,Medium,Sneha Patel,
CUST01187,Service Cancellation,2025-04-20 16:20:13,Closed,Low,Rohit Rao,2025-04-23 16:20:13
CUST01188,Network Issue,2026-02-21 19:01:41,Open,Medium,Sneha Patel,
CUST01189,SIM Activation,2025-06-18 22:03:57,Open,Critical,Priya Reddy,
CUST01189,SIM Replacement,2025-12-18 07:27:17,Resolved,Critical,Kiran Das,2025-12-23 07:27:17
CUST01190,Fiber Upgrade,2026-06-06 04:00:54,Closed,Low,Rohit Rao,2026-06-10 04:00:54
CUST01190,Broadband Installation,2025-04-07 16:24:21,Resolved,Low,Sneha Patel,2025-04-16 16:24:21
CUST01190,Broadband Installation,2026-01-17 19:22:51,Open,High,Rohit Rao,
CUST01190,Broadband Installation,2025-01-30 13:37:10,Resolved,Low,Rohit Rao,2025-02-04 13:37:10
CUST01191,SIM Replacement,2025-04-21 05:47:26,In Progress,Critical,Sneha Patel,
CUST01192,SIM Activation,2025-10-27 10:45:22,Closed,Critical,Priya Reddy,2025-11-05 10:45:22
CUST01192,New Connection,2026-02-04 08:02:28,Resolved,Critical,Amit Kumar,2026-02-11 08:02:28
CUST01192,Bill Dispute,2025-08-25 20:17:48,In Progress,Medium,Amit Kumar,
CUST01193,Address Update,2025-04-18 04:30:22,Open,Low,Amit Kumar,
CUST01194,Broadband Installation,2025-11-16 06:36:42,In Progress,Medium,Kiran Das,
CUST01194,Bill Dispute,2025-02-26 23:38:37,Resolved,Low,Kiran Das,2025-03-03 23:38:37
CUST01194,SIM Activation,2025-04-15 05:44:43,Resolved,Critical,Kiran Das,2025-04-22 05:44:43
CUST01195,Broadband Installation,2024-11-23 12:13:02,In Progress,Low,Rahul Sharma,
CUST01195,Fiber Upgrade,2024-09-27 05:27:31,In Progress,Critical,Amit Kumar,
CUST01196,Service Cancellation,2026-05-17 21:24:28,Closed,Low,Arjun Singh,2026-05-24 21:24:28
CUST01196,Address Update,2025-08-08 10:47:36,Closed,High,Sneha Patel,2025-08-09 10:47:36
CUST01197,Fiber Upgrade,2026-04-29 09:23:05,Open,High,Neha Verma,
CUST01198,Network Issue,2025-10-22 18:42:44,Open,Medium,Neha Verma,
CUST01198,Service Cancellation,2025-11-19 22:55:42,Closed,Critical,Amit Kumar,2025-11-20 22:55:42
CUST01198,SIM Activation,2024-07-05 14:56:42,Closed,Critical,Arjun Singh,2024-07-14 14:56:42
CUST01198,Fiber Upgrade,2024-08-23 16:49:40,Resolved,Low,Kiran Das,2024-08-24 16:49:40
CUST01199,Address Update,2025-06-22 00:01:17,Resolved,High,Amit Kumar,2025-06-28 00:01:17
CUST01199,Service Cancellation,2024-11-30 14:24:41,Resolved,High,Neha Verma,2024-12-06 14:24:41
CUST01199,Network Issue,2025-05-22 15:14:18,Resolved,Medium,Neha Verma,2025-05-27 15:14:18
CUST01200,Fiber Upgrade,2026-04-05 17:00:23,Resolved,Low,Sneha Patel,2026-04-15 17:00:23
CUST01200,Network Issue,2025-01-31 16:53:24,In Progress,Medium,Kiran Das,
CUST01201,Fiber Upgrade,2024-08-31 00:45:15,In Progress,Medium,Rohit Rao,
CUST01202,Fiber Upgrade,2025-03-04 03:21:04,Resolved,Critical,Rahul Sharma,2025-03-10 03:21:04
CUST01203,Bill Dispute,2026-03-02 00:16:36,Resolved,Critical,Rohit Rao,2026-03-03 00:16:36
CUST01203,Plan Change,2025-02-17 14:51:18,In Progress,High,Priya Reddy,
CUST01203,SIM Activation,2024-11-10 09:02:44,Closed,Medium,Kiran Das,2024-11-16 09:02:44
CUST01203,SIM Activation,2024-11-20 22:35:15,Closed,Critical,Kiran Das,2024-11-21 22:35:15
CUST01204,SIM Replacement,2025-04-16 12:33:13,In Progress,Critical,Sneha Patel,
CUST01205,Address Update,2025-05-11 14:31:26,Open,Low,Priya Reddy,
CUST01206,SIM Replacement,2025-11-21 02:10:49,Closed,Low,Kiran Das,2025-12-01 02:10:49
CUST01206,Bill Dispute,2024-08-03 14:05:11,In Progress,Critical,Amit Kumar,
CUST01207,Bill Dispute,2025-07-13 08:45:24,In Progress,Critical,Arjun Singh,
CUST01207,Bill Dispute,2025-02-13 19:59:56,Resolved,Medium,Arjun Singh,2025-02-23 19:59:56
CUST01207,Bill Dispute,2025-10-17 21:54:21,In Progress,Medium,Arjun Singh,
CUST01208,Service Cancellation,2024-11-15 10:15:44,Closed,Medium,Neha Verma,2024-11-18 10:15:44
CUST01208,SIM Replacement,2025-12-12 00:14:47,Resolved,High,Priya Reddy,2025-12-21 00:14:47
CUST01208,Address Update,2026-01-10 11:02:38,Resolved,High,Priya Reddy,2026-01-20 11:02:38
CUST01209,Fiber Upgrade,2025-06-16 08:10:21,In Progress,Low,Priya Reddy,
CUST01209,SIM Activation,2024-10-27 22:22:03,Resolved,Low,Kiran Das,2024-11-04 22:22:03
CUST01210,Bill Dispute,2025-07-04 14:11:02,Open,Critical,Neha Verma,
CUST01210,New Connection,2025-09-25 00:55:25,Closed,High,Rahul Sharma,2025-10-03 00:55:25
CUST01210,Broadband Installation,2024-11-27 13:40:12,Open,Critical,Priya Reddy,
CUST01210,Fiber Upgrade,2024-09-04 23:12:22,In Progress,High,Rohit Rao,
CUST01211,New Connection,2025-08-19 12:03:41,Resolved,Low,Arjun Singh,2025-08-28 12:03:41
CUST01212,SIM Activation,2026-03-25 12:43:39,In Progress,Medium,Rohit Rao,
CUST01212,Bill Dispute,2024-10-02 19:56:17,Closed,High,Rahul Sharma,2024-10-08 19:56:17
CUST01212,Fiber Upgrade,2026-04-18 00:20:44,Open,Medium,Sneha Patel,
CUST01213,Bill Dispute,2025-12-01 09:14:24,Resolved,High,Arjun Singh,2025-12-11 09:14:24
CUST01213,Address Update,2024-08-02 11:42:02,Resolved,Low,Neha Verma,2024-08-11 11:42:02
CUST01214,Plan Change,2025-01-16 04:09:02,Closed,High,Neha Verma,2025-01-24 04:09:02
CUST01214,Plan Change,2025-12-18 22:47:36,Open,Low,Sneha Patel,
CUST01214,New Connection,2025-12-01 12:33:46,Open,High,Priya Reddy,
CUST01215,Bill Dispute,2025-04-22 04:32:02,Open,High,Rahul Sharma,
CUST01216,Broadband Installation,2024-10-25 18:54:53,Resolved,Medium,Neha Verma,2024-11-03 18:54:53
CUST01216,Service Cancellation,2026-01-12 20:18:24,In Progress,Medium,Neha Verma,
CUST01216,Address Update,2026-02-23 14:24:29,Closed,Low,Kiran Das,2026-02-25 14:24:29
CUST01216,Service Cancellation,2025-06-01 22:29:54,Closed,Critical,Arjun Singh,2025-06-07 22:29:54
CUST01217,SIM Activation,2025-10-09 11:57:04,Open,Critical,Kiran Das,
CUST01217,SIM Replacement,2025-02-25 17:39:05,Open,Medium,Sneha Patel,
CUST01217,Network Issue,2025-12-31 11:57:53,In Progress,Low,Neha Verma,
CUST01218,SIM Activation,2024-11-14 16:07:19,Open,Critical,Priya Reddy,
CUST01218,SIM Activation,2025-01-28 08:05:26,Closed,Low,Kiran Das,2025-02-07 08:05:26
CUST01218,New Connection,2025-12-18 05:18:47,Resolved,High,Rahul Sharma,2025-12-23 05:18:47
CUST01219,SIM Activation,2025-04-07 18:10:52,Open,Critical,Kiran Das,
CUST01220,Plan Change,2025-07-26 07:08:43,In Progress,Low,Priya Reddy,
CUST01221,Address Update,2025-05-27 17:35:24,Closed,Medium,Amit Kumar,2025-05-29 17:35:24
CUST01221,Network Issue,2025-03-02 01:02:47,Closed,High,Priya Reddy,2025-03-11 01:02:47
CUST01222,Bill Dispute,2024-08-15 20:31:27,Open,Critical,Kiran Das,
