customer_id,request_id,complaint_category,complaint_description,complaint_date,status,resolution_notes,resolved_date
CUST01137,2886,Service Quality,Commodi dolore praesentium consequuntur fugit non deleniti ab perferendis.,2026-02-14 22:54:09,Resolved,Eos saepe consequatur iste necessitatibus praesentium earum nam nemo laborum cum tempore aperiam accusantium atque.,2026-02-15 22:54:09
CUST01138,2887,Billing Issue,Hic ex possimus ab harum architecto debitis cupiditate libero laudantium praesentium ab.,2026-05-02 17:20:08,In Progress,,
CUST01138,2888,Network Issue,Ratione iusto corrupti consequuntur illo repellendus ab sit labore.,2024-10-24 20:43:19,In Progress,,
CUST01139,2889,Fiber Issue,Fugiat mollitia consequatur quo maiores nostrum voluptatum quo.,2024-07-30 12:13:59,Closed,At iure totam dolore id voluptas neque consectetur aut.,2024-08-04 12:13:59
CUST01140,2890,Plan Change,Voluptates illo earum recusandae saepe delectus mollitia eos.,2025-05-31 13:16:46,In Progress,,
CUST01140,2891,Fiber Issue,Recusandae iusto voluptatum maiores dicta nisi.,2025-08-23 03:04:00,Resolved,Esse dolorum officiis est id esse voluptates accusamus sapiente rem laborum.,2025-08-28 03:04:00
CUST01141,2893,Call Drop,Quod nesciunt repellendus consectetur inventore cum modi pariatur voluptas placeat repellendus odio.,2026-03-25 21:35:39,In Progress,,
CUST01143,2895,SIM Activation,Voluptates eius porro veritatis deserunt ullam totam sint harum earum.,2025-04-02 07:31:51,Open,,
CUST01144,2898,Service Quality,Quis vitae possimus reiciendis sapiente iure vero officiis.,2026-01-23 05:23:52,Open,,
CUST01144,2900,Fiber Issue,Cumque nobis similique libero quibusdam delectus nam provident quia ex mollitia placeat illum.,2025-05-03 23:24:28,Resolved,Architecto temporibus odit accusamus quis minima ad.,2025-05-09 23:24:28
CUST01146,2906,Fiber Issue,Magni in accusamus quod quia quo.,2025-12-07 02:34:32,Open,,
CUST01147,2907,Fiber Issue,Quam accusamus deserunt maiores quos blanditiis.,2025-05-08 11:38:16,Closed,Atque magni magnam animi recusandae sed labore molestiae mollitia.,2025-05-10 11:38:16
CUST01148,2908,Plan Change,Excepturi nulla iste aperiam officia exercitationem deserunt alias ipsa assumenda iure.,2026-06-26 03:21:13,Closed,Dolorum illo eligendi vero accusamus repudiandae suscipit.,2026-06-27 03:21:13
CUST01148,2909,Plan Change,Natus blanditiis nisi placeat illo corporis aspernatur non sint placeat.,2024-11-02 15:44:02,Open,,
CUST01148,2910,Service Quality,Similique quos vel cupiditate iste excepturi exercitationem non debitis quasi maxime nostrum.,2026-01-31 11:18:08,In Progress,,
CUST01148,2911,Slow Internet,Quam quis reiciendis odit a sed veritatis laudantium.,2025-03-21 09:32:39,Open,,
CUST01149,2912,Plan Change,Provident praesentium pariatur quia illo voluptate iure repellat consequatur delectus eaque.,2025-06-21 00:56:28,In Progress,,
CUST01150,2914,Recharge Failure,Aliquam adipisci tempora quam adipisci veniam velit rem mollitia.,2026-03-13 04:03:39,In Progress,,
CUST01150,2916,Recharge Failure,Quaerat quo architecto tempora quia tempora temporibus in odit qui ad quo.,2025-05-21 22:12:26,Resolved,Aut minima ab facilis repellat autem iusto atque est.,2025-05-28 22:12:26
CUST01151,2917,Network Issue,Pariatur dolores dolore velit autem alias atque quasi ducimus ullam fugit.,2024-12-25 09:54:04,In Progress,,
CUST01151,2918,Plan Change,Voluptas ipsum quo adipisci vitae excepturi molestiae ipsa nemo.,2026-05-16 09:22:06,Open,,
CUST01152,2919,Slow Internet,Non repellat culpa impedit non aliquid officiis aperiam eius.,2026-03-20 14:22:44,Resolved,Exercitationem commodi veniam necessitatibus id libero animi dolores placeat nihil reiciendis quo tempora sequi laboriosam iure.,2026-03-21 14:22:44
CUST01152,2920,SIM Activation,Labore ducimus aliquid aspernatur provident quis.,2025-05-15 01:29:34,Open,,
CUST01152,2921,Plan Change,Error et commodi error autem iure facilis non harum aliquam magnam perferendis accusamus.,2025-02-09 14:53:22,In Progress,,
CUST01153,2922,Plan Change,Voluptate animi praesentium voluptatibus dolorem magni eveniet corporis atque quae eveniet.,2025-11-14 13:57:46,Resolved,Laudantium ea facere iusto adipisci expedita corrupti odit.,2025-11-19 13:57:46
CUST01153,2923,SIM Activation,Animi reiciendis voluptates iure adipisci repudiandae odio eos necessitatibus quas totam.,2026-05-21 09:21:53,Resolved,Recusandae at animi asperiores quia nemo dolores autem dolorum vitae maxime consequatur enim suscipit.,2026-05-23 09:21:53
CUST01154,2926,Slow Internet,Quidem explicabo hic harum consequatur qui reiciendis deleniti.,2025-04-20 16:00:11,Open,,
CUST01154,2927,Recharge Failure,Non repellat incidunt enim illo voluptates assumenda id quas.,2024-12-12 21:45:51,Resolved,Ipsum odit unde temporibus eius porro voluptates quo id dolorum eaque eos natus corporis distinctio dicta.,2024-12-17 21:45:51
CUST01156,2932,Slow Internet,Suscipit ad aspernatur eos nesciunt vel totam itaque.,2024-08-06 11:53:05,Open,,
CUST01157,2933,Recharge Failure,Sapiente exercitationem perferendis numquam ratione molestias vero repudiandae atque atque omnis facilis nobis eius.,2024-11-22 18:18:01,Closed,Iusto sed sed laboriosam iste dolorum sunt doloremque magnam est libero culpa cum doloremque.,2024-11-25 18:18:01
CUST01157,2934,Fiber Issue,Asperiores hic corporis ducimus aliquid sunt placeat.,2024-11-28 07:00:38,In Progress,,
CUST01157,2935,Service Quality,Itaque maxime in aut ab illo quae fugiat velit eos illum.,2025-09-15 06:37:47,Closed,Laborum eos dolor voluptas eos magni maiores saepe itaque asperiores unde assumenda.,2025-09-22 06:37:47
CUST01158,2936,Service Quality,Sapiente explicabo ea at delectus nam aliquid quasi rem iusto expedita atque.,2024-10-05 23:00:40,Closed,Consequatur nobis reiciendis ad laudantium deleniti perferendis nam perferendis cumque laboriosam nobis repudiandae distinctio ipsam nisi.,2024-10-08 23:00:40
CUST01158,2937,Network Issue,Doloribus dolores eveniet excepturi omnis dolorem similique.,2025-04-14 13:43:41,Open,,
CUST01159,2941,Billing Issue,Molestias dignissimos nobis expedita odit doloremque reiciendis illum hic sequi maiores dolorem.,2026-04-21 17:46:01,Open,,
CUST01160,2943,Fiber Issue,Possimus maxime dignissimos sit ipsa commodi eligendi nemo blanditiis distinctio quisquam culpa.,2025-04-14 12:56:21,Open,,
CUST01161,2945,Network Issue,Debitis repellat est sit nisi ipsam ipsam.,2024-09-03 17:53:33,In Progress,,
CUST01161,2947,SIM Activation,Delectus laborum aperiam totam repudiandae sit quaerat praesentium tempore omnis occaecati.,2026-05-29 22:47:42,Closed,Ab porro quia cum distinctio modi ratione eaque molestias quia dolorum quia similique repellendus.,2026-06-05 22:47:42
CUST01162,2948,Network Issue,Et nulla molestias suscipit natus deserunt sequi aliquam ullam nemo quasi mollitia cumque.,2024-10-10 20:24:38,Closed,Perferendis debitis doloremque necessitatibus provident nihil eveniet.,2024-10-13 20:24:38
CUST01163,2951,Service Quality,Iusto assumenda dolorum voluptate pariatur dolore hic impedit autem saepe.,2024-11-08 18:23:56,In Progress,,
CUST01164,2953,Billing Issue,Cum in laborum vero incidunt sequi harum modi quas voluptatibus laboriosam esse itaque.,2026-03-23 17:28:57,Closed,A magnam explicabo eius quae eos error illum eaque officia quam eveniet cupiditate eos hic incidunt.,2026-03-25 17:28:57
CUST01164,2955,Plan Change,Assumenda cumque officiis nam tempore consectetur.,2026-04-20 00:08:07,Open,,
CUST01164,2956,Call Drop,Expedita ducimus a sunt esse neque magnam amet autem.,2026-01-17 18:06:51,Closed,Dicta officiis aliquid suscipit fugiat in maxime distinctio occaecati numquam expedita non reiciendis facere.,2026-01-24 18:06:51
CUST01165,2957,Fiber Issue,Labore possimus architecto enim earum excepturi rem possimus atque commodi quas exercitationem sit.,2025-06-12 00:09:46,In Progress,,
CUST01166,2958,SIM Activation,Blanditiis amet cum commodi natus fugiat.,2026-06-14 06:33:03,Resolved,Rerum laborum quidem quo illum ducimus commodi inventore labore.,2026-06-21 06:33:03
CUST01166,2960,Fiber Issue,Ullam tenetur porro incidunt unde suscipit ipsa perferendis eum incidunt quaerat delectus ipsa.,2024-10-12 00:44:05,Open,,
CUST01167,2961,Fiber Issue,Enim laboriosam eos quo adipisci voluptates dolor occaecati.,2025-11-19 05:25:26,Closed,Dolores maxime minima unde adipisci cumque adipisci commodi saepe.,2025-11-21 05:25:26
CUST01168,2963,Fiber Issue,Voluptatem sint asperiores consequuntur molestias eius expedita velit cum.,2026-01-22 17:25:45,Closed,Quisquam molestiae autem ad vero earum earum nesciunt recusandae recusandae dolorem.,2026-01-27 17:25:45
CUST01168,2964,SIM Activation,Voluptatum temporibus tempora earum voluptatibus id delectus in esse corporis sint deserunt.,2024-12-17 12:01:03,In Progress,,
CUST01169,2966,Network Issue,Reiciendis tempora atque asperiores veniam reiciendis.,2026-02-20 22:56:43,In Progress,,
CUST01169,2967,SIM Activation,Facilis illum consectetur sit consectetur aut ex non blanditiis alias laudantium.,2024-08-06 11:10:58,In Progress,,
CUST01169,2968,Call Drop,Dolor iusto fuga mollitia impedit labore.,2026-05-02 16:31:19,Open,,
CUST01169,2969,Service Quality,Totam minus omnis explicabo ratione aperiam quasi vitae tempore pariatur.,2025-03-21 05:17:22,In Progress,,
CUST01170,2970,Call Drop,Aperiam quas rem praesentium provident hic iusto quas.,2024-12-23 08:42:13,Resolved,Nostrum velit incidunt magni iste libero minima id aperiam minus blanditiis totam.,2024-12-25 08:42:13
CUST01171,2971,Service Quality,Fuga vero exercitationem eos inventore dolorum.,2025-04-24 20:45:50,In Progress,,
CUST01171,2973,Slow Internet,Dolorem accusantium animi doloribus deleniti consequatur quae saepe debitis rem.,2026-03-05 21:01:12,Closed,Sapiente exercitationem nobis nobis voluptas tempore tempore dicta autem magnam pariatur atque.,2026-03-11 21:01:12
CUST01172,2975,SIM Activation,Eos numquam quia at porro unde placeat voluptatem quaerat impedit.,2025-08-26 23:06:28,Closed,Ea debitis corrupti error recusandae beatae a nostrum modi unde in repellendus adipisci culpa eaque ex.,2025-09-01 23:06:28
CUST01172,2976,Call Drop,Corporis quod libero exercitationem quis ullam iure laudantium omnis saepe laboriosam vitae illo.,2025-08-15 03:29:35,Closed,Eius maiores perspiciatis velit eos modi ullam molestias corporis atque architecto voluptatibus commodi.,2025-08-18 03:29:35
CUST01173,2977,Fiber Issue,Tempora voluptates vitae molestias ratione animi maxime eaque deserunt nam odio.,2025-11-21 22:17:37,Resolved,Nobis mollitia alias necessitatibus impedit soluta et odit eum modi praesentium facere ex dolorum dolores suscipit.,2025-11-28 22:17:37
CUST01173,2978,Plan Change,Consequatur odit nam aliquam quia molestiae consequuntur officiis necessitatibus rerum.,2025-06-22 22:27:25,Open,,
CUST01173,2979,Network Issue,Porro laboriosam voluptatem velit rerum mollitia numquam.,2026-03-10 02:52:45,Closed,Quod sunt eius at consequuntur iusto magnam harum harum distinctio autem pariatur itaque magni eligendi expedita.,2026-03-16 02:52:45
CUST01174,2980,Slow Internet,Illo quis neque dolore neque voluptatum rerum animi quam accusamus dolorem.,2026-01-26 22:28:40,Open,,
CUST01174,2983,SIM Activation,Repellendus quibusdam voluptates aliquam dicta perspiciatis placeat adipisci sapiente.,2026-04-28 05:53:04,Resolved,Possimus tempore dolores aut laborum et placeat in assumenda debitis iusto laboriosam error quis.,2026-05-01 05:53:04
CUST01176,2988,Call Drop,Ad necessitatibus nisi aut saepe voluptatem labore odio quidem.,2024-07-05 05:59:19,Open,,
CUST01176,2989,Recharge Failure,Consectetur temporibus ullam saepe facilis repudiandae accusantium reprehenderit.,2025-11-15 14:14:08,In Progress,,
CUST01176,2990,Call Drop,Vitae cum officia ipsa commodi rem.,2024-08-20 11:43:40,In Progress,,
CUST01176,2991,Slow Internet,Odit expedita sed in sapiente eum earum vero dolor nam.,2024-07-30 06:21:06,Resolved,Molestiae dolorum accusantium magni cupiditate odio deleniti quisquam.,2024-07-31 06:21:06
CUST01178,2993,SIM Activation,Magni dolores quis cumque eveniet sequi illum sapiente culpa praesentium error quia dolorem.,2026-02-03 19:41:31,In Progress,,
CUST01179,2994,Call Drop,Doloremque velit repellendus natus architecto quo sunt at.,2025-04-27 11:21:24,Closed,Aliquam nihil unde laborum occaecati ipsa harum omnis dignissimos iure iusto cupiditate sint delectus.,2025-05-04 11:21:24
CUST01180,2996,Plan Change,Officiis ut cumque ipsa quae reprehenderit culpa corporis nihil modi iusto.,2024-11-25 19:51:46,Resolved,Consectetur quibusdam deserunt asperiores quidem voluptatum ut iusto debitis veniam voluptatum amet maxime dolorem voluptatem.,2024-11-26 19:51:46
CUST01180,2997,Plan Change,Perferendis eum aperiam vitae iusto sunt ratione tempora rem explicabo.,2026-04-06 00:18:40,In Progress,,
CUST01181,2998,Service Quality,Adipisci necessitatibus tenetur labore nihil ipsam fuga tempora molestiae labore repudiandae molestias.,2025-07-07 01:16:25,In Progress,,
CUST01182,2999,SIM Activation,Officiis deleniti tempore deleniti est maxime modi ex atque sit tempore iure animi.,2024-07-18 18:31:54,Closed,Ab quis rerum eligendi quos soluta inventore itaque porro itaque alias laboriosam maiores reprehenderit illo.,2024-07-23 18:31:54
CUST01183,3001,Billing Issue,Impedit harum reiciendis similique aspernatur nesciunt itaque animi dolorem libero beatae officia qui.,2024-09-06 20:57:52,Resolved,Odio nesciunt nulla fugit quas molestiae vero debitis perspiciatis a error.,2024-09-10 20:57:52
CUST01185,3003,Network Issue,Officiis quo odio necessitatibus vitae deleniti.,2026-01-23 17:07:44,Closed,Asperiores unde aliquam nesciunt ipsum sequi quod earum cumque iste sequi molestiae.,2026-01-29 17:07:44
CUST01186,3006,SIM Activation,Qui qui et numquam praesentium velit fugiat dolore magnam doloremque.,2025-08-13 17:52:54,Open,,
CUST01188,3008,Recharge Failure,At veniam placeat non dolore quasi odit.,2026-02-21 19:01:41,Open,,
CUST01189,3009,Fiber Issue,Dignissimos nesciunt adipisci inventore placeat dolores minus rerum.,2025-06-18 22:03:57,Open,,
CUST01190,3011,Plan Change,Debitis sequi laborum minima ullam cupiditate saepe.,2026-06-06 04:00:54,Closed,Quo doloribus delectus ab animi earum praesentium rerum dolor reprehenderit provident nihil pariatur.,2026-06-13 04:00:54
CUST01190,3013,Service Quality,Mollitia omnis incidunt quae sequi maiores hic sit numquam cumque mollitia ducimus.,2026-01-17 19:22:51,Open,,
CUST01190,3014,Call Drop,Ullam deleniti sit nihil delectus libero itaque maiores distinctio unde.,2025-01-30 13:37:10,Resolved,Exercitationem distinctio corrupti quisquam similique ipsam magni temporibus asperiores.,2025-02-02 13:37:10
CUST01191,3015,Recharge Failure,Impedit occaecati id incidunt cupiditate fugit.,2025-04-21 05:47:26,In Progress,,
CUST01192,3016,Recharge Failure,Laborum facilis fugit id dolorum ullam.,2025-10-27 10:45:22,Closed,Necessitatibus quas aliquid adipisci officia ut perferendis porro quam adipisci occaecati.,2025-10-31 10:45:22
CUST01192,3017,Service Quality,Molestiae error saepe corrupti labore molestiae sapiente.,2026-02-04 08:02:28,Resolved,Ipsam ratione sapiente mollitia quibusdam cum unde iusto exercitationem ut molestias eum debitis quos.,2026-02-06 08:02:28
CUST01192,3018,Network Issue,Itaque mollitia ipsum suscipit alias mollitia reiciendis eligendi rem.,2025-08-25 20:17:48,In Progress,,
CUST01193,3019,Plan Change,Quis sunt vitae officiis unde ipsum.,2025-04-18 04:30:22,Open,,
CUST01194,3022,SIM Activation,Distinctio natus fugiat incidunt laborum sit.,2025-04-15 05:44:43,Resolved,Amet in vero repellendus dolorem quidem veniam illo veritatis impedit nobis alias officia cumque occaecati earum.,2025-04-17 05:44:43
CUST01195,3024,Slow Internet,Totam similique similique architecto repellat eveniet.,2024-09-27 05:27:31,In Progress,,
CUST01196,3025,Plan Change,Eaque et atque mollitia repudiandae sed aliquam ipsum inventore.,2026-05-17 21:24:28,Closed,Error esse repellendus id aliquid aperiam perferendis asperiores ipsa vero aut ducimus accusamus.,2026-05-22 21:24:28
CUST01198,3030,Recharge Failure,Assumenda vitae nemo esse eaque veritatis cupiditate necessitatibus enim.,2024-07-05 14:56:42,Closed,Fugiat earum excepturi et vel itaque occaecati sint vitae laudantium consectetur illum.,2024-07-11 14:56:42
CUST01198,3031,Service Quality,Illum doloremque veritatis autem earum ea quod asperiores.,2024-08-23 16:49:40,Resolved,Beatae ullam placeat commodi quas quos voluptatum unde laborum quos enim atque exercitationem nostrum excepturi debitis.,2024-08-25 16:49:40
CUST01199,3032,Call Drop,Itaque consectetur nam facere tenetur voluptate.,2025-06-22 00:01:17,Resolved,Maxime pariatur exercitationem facilis distinctio rem eum asperiores dignissimos.,2025-06-24 00:01:17
CUST01199,3033,Billing Issue,Porro quis perferendis iure modi consequuntur distinctio incidunt molestiae laborum repellendus.,2024-11-30 14:24:41,Resolved,Neque neque officiis laboriosam id est exercitationem numquam veniam nesciunt ea maiores veniam inventore recusandae ipsa.,2024-12-01 14:24:41
CUST01199,3034,Fiber Issue,Cum laborum atque vel tempora ex id est ducimus at at sed vitae.,2025-05-22 15:14:18,Resolved,Nobis aspernatur dignissimos aliquam tempore quam nemo rem repellat nulla illum doloremque autem placeat.,2025-05-28 15:14:18
CUST01200,3035,SIM Activation,Inventore iste qui eligendi accusantium voluptas.,2026-04-05 17:00:23,Resolved,Blanditiis id fuga quasi nam animi nemo autem assumenda recusandae dignissimos accusamus.,2026-04-11 17:00:23
CUST01201,3037,Slow Internet,Amet iure minus consequatur hic ea et repudiandae.,2024-08-31 00:45:15,In Progress,,
CUST01202,3038,Service Quality,Amet dolore neque architecto vero at molestiae esse.,2025-03-04 03:21:04,Resolved,Dolore cum aliquam ullam quod sapiente quis molestias ex illum maxime.,2025-03-06 03:21:04
CUST01203,3039,Call Drop,Porro amet perspiciatis deserunt expedita occaecati fuga officia id.,2026-03-02 00:16:36,Resolved,Officia accusantium corporis officia enim iste ducimus minima officiis.,2026-03-07 00:16:36
CUST01203,3040,Fiber Issue,Porro voluptatum dignissimos quia in earum temporibus.,2025-02-17 14:51:18,In Progress,,
CUST01205,3044,Plan Change,Earum tempore quo dolorem facere blanditiis cumque exercitationem.,2025-05-11 14:31:26,Open,,
CUST01206,3046,Plan Change,Quo sapiente quo maxime doloremque voluptates saepe culpa repudiandae.,2024-08-03 14:05:11,In Progress,,
CUST01207,3047,Slow Internet,Quibusdam harum mollitia doloremque id ratione itaque ea eaque vero esse est.,2025-07-13 08:45:24,In Progress,,
CUST01207,3048,Service Quality,Itaque nobis sint qui a et nostrum in.,2025-02-13 19:59:56,Resolved,Impedit ratione ex possimus recusandae nesciunt nesciunt voluptates nostrum pariatur corporis laudantium.,2025-02-17 19:59:56
CUST01208,3050,Fiber Issue,Totam neque recusandae sed voluptates itaque quia iste sunt at consequuntur.,2024-11-15 10:15:44,Closed,Esse fugiat repellendus culpa ab ut libero temporibus numquam placeat.,2024-11-16 10:15:44
CUST01208,3052,Recharge Failure,Magnam reiciendis numquam dignissimos consequatur inventore quia.,2026-01-10 11:02:38,Resolved,Quod ipsa animi sequi deleniti ipsa fugit consequuntur similique velit.,2026-01-17 11:02:38
CUST01209,3053,Billing Issue,Modi ipsam ut sapiente quis ex nostrum accusantium at impedit explicabo.,2025-06-16 08:10:21,In Progress,,
CUST01209,3054,Network Issue,Veritatis facere repudiandae commodi nam saepe ea doloribus provident quidem quod.,2024-10-27 22:22:03,Resolved,Vel ratione eum tenetur sapiente rem enim soluta doloremque sed aperiam alias ducimus quasi.,2024-11-01 22:22:03
CUST01210,3056,Call Drop,Error tenetur temporibus vero necessitatibus exercitationem atque possimus hic dolorem cum natus vero.,2025-09-25 00:55:25,Closed,Ut ratione quaerat repellat tempora quas corporis non at a.,2025-09-26 00:55:25
CUST01210,3057,Recharge Failure,Optio eligendi quisquam animi odio ex quaerat vero culpa.,2024-11-27 13:40:12,Open,,
CUST01211,3059,Network Issue,Quod excepturi alias error doloremque temporibus voluptatibus.,2025-08-19 12:03:41,Resolved,Neque mollitia consequatur ratione voluptate natus nostrum vero nobis suscipit atque suscipit.,2025-08-21 12:03:41
CUST01212,3061,Service Quality,Vel excepturi et deleniti cum fugiat animi inventore.,2024-10-02 19:56:17,Closed,Expedita voluptas adipisci quod magnam voluptates itaque perspiciatis amet nobis laudantium magni ullam voluptatem porro praesentium.,2024-10-03 19:56:17
CUST01212,3062,Call Drop,Tenetur voluptatibus sit ab labore corrupti beatae ad eveniet nihil deleniti officiis fugiat.,2026-04-18 00:20:44,Open,,
CUST01213,3063,Service Quality,Dicta fugit aut quod iste asperiores illum fugit.,2025-12-01 09:14:24,Resolved,Deleniti quae sint at possimus eveniet hic.,2025-12-03 09:14:24
CUST01214,3066,Billing Issue,Error temporibus aliquam sequi laborum qui explicabo accusamus earum voluptates voluptate optio.,2025-12-18 22:47:36,Open,,
CUST01214,3067,Billing Issue,Velit inventore non vero officia modi a doloribus quaerat ut.,2025-12-01 12:33:46,Open,,
CUST01216,3069,SIM Activation,Eius asperiores facere sed provident tempore rem autem.,2024-10-25 18:54:53,Resolved,Et quis aspernatur assumenda qui facilis suscipit inventore doloribus saepe a rerum.,2024-10-27 18:54:53
CUST01216,3070,SIM Activation,Nobis sint eum odit exercitationem facere esse rerum ipsum doloremque.,2026-01-12 20:18:24,In Progress,,
CUST01216,3071,Billing Issue,Quasi pariatur molestias ipsa magnam odio id nihil molestiae voluptatibus.,2026-02-23 14:24:29,Closed,Quaerat ab illo tenetur ea quam assumenda voluptatibus repellat fuga et.,2026-02-24 14:24:29
CUST01217,3073,Network Issue,Asperiores quasi corrupti fuga eaque magnam a eos inventore quaerat neque.,2025-10-09 11:57:04,Open,,
CUST01217,3075,Billing Issue,Iste impedit dolorum possimus ullam quae ullam hic debitis animi consequuntur nesciunt.,2025-12-31 11:57:53,In Progress,,
CUST01218,3078,Network Issue,Laudantium eos minus at quidem nemo deserunt modi mollitia rerum.,2025-12-18 05:18:47,Resolved,Assumenda atque inventore eos architecto eveniet sunt cupiditate.,2025-12-21 05:18:47
CUST01222,3083,Slow Internet,Facere expedita quaerat nesciunt aperiam reprehenderit molestias id voluptates unde occaecati excepturi.,2024-08-15 20:31:27,Open,,
CUST01222,3084,Network Issue,Sapiente error adipisci aspernatur quos sed.,2026-05-15 10:10:50,In Progress,,
CUST01222,3085,SIM Activation,Facere molestiae tenetur assumenda voluptatem praesentium.,2024-08-29 15:34:20,In Progress,,
CUST01224,3087,SIM Activation,Tempora quas repudiandae at cumque non voluptatum labore cumque repellat libero.,2025-12-31 10:32:18,Resolved,Consequuntur eos eveniet temporibus dolor totam ut quam deserunt accusamus dolor maxime.,2026-01-07 10:32:18
CUST01225,3088,Call Drop,Sequi recusandae magni exercitationem voluptas earum commodi.,2025-02-02 03:27:39,Open,,
CUST01225,3090,Plan Change,Cumque itaque debitis consequatur aperiam ullam quibusdam rem.,2025-11-06 01:14:36,Resolved,Fugiat consequatur itaque deserunt ratione molestiae odit sit alias voluptates aliquid perspiciatis commodi.,2025-11-08 01:14:36
CUST01227,3096,Slow Internet,Recusandae rerum dicta itaque unde quidem hic aliquam perspiciatis quo.,2026-03-23 13:59:45,Closed,Corrupti quasi nostrum optio expedita ad sunt earum explicabo fuga sit excepturi perspiciatis.,2026-03-30 13:59:45
CUST01227,3097,SIM Activation,Aliquid magni voluptas facilis incidunt sint ad reiciendis cumque.,2024-08-20 18:32:59,Closed,Quibusdam ipsum velit sequi quas sequi deleniti quis ipsa enim officiis dolorum dolores.,2024-08-22 18:32:59
CUST01229,3099,Recharge Failure,Ipsum consequuntur architecto quas consectetur sit dicta dolorum alias velit eaque ipsa dolorum.,2025-10-14 11:44:44,In Progress,,
CUST01230,3103,Service Quality,Ipsa illum ipsa laboriosam eveniet sapiente aperiam quis.,2025-01-17 15:52:36,In Progress,,
CUST01231,3105,Plan Change,Quis porro totam fuga totam ducimus quia debitis suscipit tempore.,2024-08-12 06:41:20,Open,,
CUST01231,3106,SIM Activation,Laborum exercitationem magni laborum eveniet minus numquam.,2024-12-27 18:37:56,Resolved,Pariatur quam incidunt officia placeat libero omnis nihil hic ab corrupti eaque.,2025-01-03 18:37:56
CUST01232,3107,Fiber Issue,Possimus magni dolor tempore expedita eaque alias repellat provident cupiditate quae.,2026-05-17 00:29:13,Resolved,Tempore harum corrupti dolores enim aliquam saepe fugit fugit ipsum.,2026-05-20 00:29:13
CUST01233,3108,Recharge Failure,Neque id repellat similique velit repellendus perspiciatis sed rerum sint corrupti eaque explicabo.,2025-05-18 03:59:30,In Progress,,
CUST01233,3109,Call Drop,Quidem dolor consequatur sunt cupiditate nisi distinctio.,2025-10-06 02:26:10,Resolved,Eveniet in qui nobis ratione tempora modi illum saepe maxime qui recusandae deserunt.,2025-10-10 02:26:10
CUST01234,3111,Service Quality,Magnam totam iusto numquam accusantium iusto magnam distinctio doloribus.,2025-02-24 11:41:08,In Progress,,
CUST01234,3112,Fiber Issue,Autem cum facere laborum harum placeat tenetur consectetur veniam saepe possimus.,2025-06-29 02:35:12,Resolved,Blanditiis unde reiciendis cupiditate possimus beatae deserunt possimus esse quaerat dolorem sapiente eius doloremque mollitia.,2025-07-03 02:35:12
CUST01234,3113,Call Drop,Repellat quis voluptatum ratione impedit totam sunt.,2026-06-26 17:56:05,Resolved,Eum a ab impedit vel fugit corrupti laudantium aperiam sint doloremque architecto numquam quidem esse.,2026-07-01 17:56:05
CUST01234,3114,Recharge Failure,Ab omnis veniam atque excepturi earum explicabo quam cupiditate officia optio iste fugiat.,2025-12-18 05:12:49,Resolved,Eum aspernatur sunt illo quas laudantium incidunt veniam.,2025-12-20 05:12:49
CUST01235,3116,Call Drop,Maiores nisi ex sit eius voluptatibus iure ipsa.,2024-11-24 05:54:14,Open,,
CUST01236,3117,Call Drop,Quisquam nesciunt expedita enim earum pariatur ex.,2025-01-26 10:31:22,In Progress,,
CUST01237,3121,Service Quality,Quisquam reprehenderit mollitia saepe quidem possimus aliquid quaerat.,2025-11-27 01:36:00,Open,,
CUST01238,3122,Call Drop,Inventore pariatur optio adipisci eligendi suscipit blanditiis tenetur voluptatem voluptas consectetur assumenda consequuntur.,2025-12-27 13:08:44,In Progress,,
CUST01238,3123,Network Issue,A ratione corporis fugit fugit rerum nihil.,2024-08-21 15:48:47,Resolved,Rerum voluptas necessitatibus corrupti suscipit natus sit.,2024-08-22 15:48:47
CUST01238,3124,Recharge Failure,Voluptatum corporis ipsam ab dolore non ut sapiente tempore.,2025-05-07 22:47:52,Closed,Mollitia reprehenderit minima doloribus ratione molestiae qui aut.,2025-05-09 22:47:52
CUST01239,3125,Plan Change,Autem ipsum a ut quibusdam labore autem voluptatem.,2025-11-11 22:27:33,Resolved,Eum dolorem ab nulla consequatur officia ipsum amet aliquam.,2025-11-17 22:27:33
CUST01240,3128,Fiber Issue,Laboriosam dolores accusamus aspernatur illo quos sed vero vero omnis exercitationem.,2026-01-19 03:09:31,Closed,Architecto voluptatum facilis perferendis magni corporis architecto et aspernatur quam rem nostrum mollitia.,2026-01-26 03:09:31
CUST01240,3129,Recharge Failure,Sed ut dolor animi ea numquam nam fugiat impedit libero.,2024-09-04 06:35:41,Closed,Ipsam fugiat alias omnis aliquid debitis laudantium praesentium harum labore nihil.,2024-09-05 06:35:41
CUST01241,3130,Call Drop,Accusantium a in laboriosam harum numquam cumque cum cumque sint labore.,2025-06-20 09:50:14,In Progress,,
CUST01241,3131,SIM Activation,Unde eos laborum quisquam occaecati animi soluta magni eligendi quia voluptates.,2025-01-10 22:26:58,Open,,
CUST01242,3132,SIM Activation,Quod officiis inventore occaecati ducimus dignissimos.,2024-12-01 20:14:23,Open,,
CUST01242,3134,Call Drop,Quaerat quis eligendi eum odit debitis.,2026-01-12 06:23:18,Closed,Quas autem quia nisi consequatur incidunt ea sapiente.,2026-01-19 06:23:18
