customer_id,sim_number,activation_date,activation_status,kyc_status,activated_by
CUST01202,89989823526804019387,2026-06-05 20:34:38,Activated,Verified,EMP104
CUST01203,89285983402336077263,2025-06-10 20:49:42,Activated,Verified,EMP106
CUST01204,89582375473074242295,2026-04-12 14:52:46,Pending,Rejected,EMP106
CUST01205,89591224139942515114,2026-03-13 02:33:38,Failed,Pending,EMP107
CUST01206,89000517935201237785,2026-06-25 08:45:35,Activated,Pending,EMP103
CUST01207,89862203504004922267,2024-09-21 02:09:54,Activated,Verified,EMP103
CUST01208,89209125965188237937,2025-09-06 19:18:50,Pending,Verified,EMP108
CUST01209,89107838062394661952,2024-07-04 20:53:05,Activated,Pending,EMP102
CUST01210,89253183789046270613,2026-03-08 17:00:57,Activated,Verified,EMP108
CUST01211,89040071848615997370,2026-05-05 14:27:56,Activated,Verified,EMP102
CUST01212,89292871052606104726,2026-05-07 19:36:25,Activated,Verified,EMP108
CUST01213,89133277056627714875,2025-03-23 00:29:17,Activated,Rejected,EMP104
CUST01214,89998146633663095307,2025-07-23 03:38:54,Activated,Verified,EMP102
CUST01215,89215416491859880699,2025-01-15 18:19:47,Pending,Verified,EMP107
CUST01216,89604908315330793769,2024-11-25 08:09:47,Activated,Rejected,EMP106
CUST01217,89550161966999870629,2024-09-10 08:15:43,Activated,Verified,EMP105
CUST01218,89387473640475806431,2025-06-09 01:59:45,Activated,Verified,EMP105
CUST01219,89237433701573262640,2024-08-24 22:06:05,Activated,Verified,EMP105
CUST01220,89945216450192270043,2026-02-25 14:39:41,Activated,Rejected,EMP102
CUST01221,89047437626895715929,2025-05-11 11:36:10,Activated,Rejected,EMP108
CUST01222,89903000849445224143,2024-07-04 11:08:35,Activated,Verified,EMP104
CUST01223,89055617884592123394,2025-02-20 03:20:37,Failed,Pending,EMP104
CUST01224,89431101968380914237,2025-01-31 15:43:16,Pending,Verified,EMP103
CUST01225,89233087247214506174,2026-03-09 23:18:01,Activated,Rejected,EMP104
CUST01226,89338808828310366136,2026-03-27 00:28:18,Failed,Pending,EMP105
CUST01227,89379958378093193422,2024-11-17 05:46:48,Activated,Verified,EMP105
CUST01228,89946017627765702430,2025-08-29 17:59:00,Activated,Verified,EMP108
CUST01229,89232145338550949935,2025-04-25 07:55:23,Activated,Verified,EMP104
CUST01230,89776347169603042607,2024-12-16 17:10:02,Pending,Verified,EMP102
CUST01231,89384163954250927431,2026-01-29 20:27:36,Pending,Rejected,EMP105
CUST01232,89397081850680208151,2025-01-24 08:29:18,Activated,Rejected,EMP102
CUST01233,89255481809376976786,2025-10-01 08:16:48,Pending,Rejected,EMP103
CUST01234,89519161629405339867,2024-11-26 11:17:22,Activated,Rejected,EMP101
CUST01235,89875601364016162502,2025-06-14 16:41:12,Pending,Rejected,EMP108
CUST01236,89861093004717558061,2025-12-12 18:52:11,Pending,Verified,EMP106
CUST01237,89385846843811005351,2024-09-21 10:03:58,Activated,Verified,EMP102
CUST01238,89566759877958853096,2026-05-31 12:43:13,Activated,Verified,EMP105
CUST01239,89722708420526048380,2024-07-16 21:42:22,Activated,Verified,EMP104
CUST01240,89149363125886833166,2024-09-01 12:58:07,Activated,Verified,EMP107
CUST01241,89909725924442709689,2025-08-22 22:38:53,Activated,Verified,EMP108
CUST01242,89273127915662934931,2026-03-21 03:33:03,Activated,Verified,EMP101
CUST01243,89383636504526182286,2024-12-22 16:43:40,Pending,Verified,EMP104
CUST01244,89435487626394691790,2025-02-24 12:47:58,Activated,Verified,EMP106
CUST01245,89727072116228788333,2025-09-02 14:22:45,Activated,Verified,EMP108
CUST01246,89019378670322656112,2025-07-26 13:12:44,Activated,Verified,EMP103
CUST01247,89615947185877534697,2025-03-16 09:34:43,Failed,Pending,EMP106
CUST01248,89143748153375504237,2026-05-14 11:06:17,Activated,Verified,EMP104
CUST01249,89894900930121750252,2025-04-28 05:25:21,Failed,Verified,EMP107
CUST01250,89242014975573650388,2024-11-24 09:37:31,Failed,Verified,EMP106
CUST01251,89870384741347350986,2025-03-14 22:20:22,Activated,Pending,EMP101
CUST01252,89747370240533154695,2026-06-29 06:42:39,Activated,Verified,EMP107
CUST01253,89123763529365569589,2024-08-30 04:46:23,Activated,Verified,EMP102
CUST01254,89620973275825143416,2025-08-11 20:36:23,Activated,Verified,EMP107
CUST01255,89018836050535736968,2025-04-15 21:37:55,Activated,Verified,EMP101
CUST01256,89475848761129794325,2025-10-07 19:37:22,Activated,Verified,EMP107
CUST01257,89049260344838717602,2026-01-23 22:02:05,Pending,Rejected,EMP103
CUST01258,89516413171118551463,2024-12-07 08:39:17,Failed,Pending,EMP101
CUST01259,89636213055782629759,2024-12-21 18:05:35,Activated,Pending,EMP104
CUST01260,89931562149757499256,2025-09-25 15:09:47,Activated,Rejected,EMP108
CUST01261,89514208596739852664,2025-03-01 05:38:35,Activated,Rejected,EMP108
CUST01262,89469803658448435885,2025-09-17 20:39:23,Activated,Rejected,EMP102
CUST01263,89236098581333493229,2025-08-06 18:31:36,Failed,Rejected,EMP107
CUST01264,89809196495463822136,2025-08-17 17:15:41,Pending,Rejected,EMP105
CUST01265,89980041499907786039,2026-05-21 08:31:38,Activated,Verified,EMP102
CUST01266,89613679150832143107,2026-02-09 02:15:35,Activated,Verified,EMP101
CUST01267,89957748755858259823,2025-10-10 02:37:14,Activated,Pending,EMP103
CUST01268,89149020382889612421,2024-09-29 10:13:29,Failed,Verified,EMP105
CUST01269,89116280095674042443,2025-12-22 06:34:06,Activated,Pending,EMP101
CUST01270,89795513121000820744,2026-01-08 04:27:20,Activated,Verified,EMP105
CUST01271,89621765174789475197,2025-08-21 09:53:07,Pending,Verified,EMP102
CUST01272,89225289135133005516,2025-01-18 19:08:51,Activated,Verified,EMP108
CUST01273,89733346880369929290,2024-07-31 06:21:42,Failed,Verified,EMP105
CUST01274,89710769154931748968,2024-12-01 19:54:39,Pending,Pending,EMP101
CUST01275,89526400552950310965,2026-01-19 18:20:48,Activated,Pending,EMP107
CUST01276,89572836949765240347,2025-09-04 09:29:59,Activated,Verified,EMP108
CUST01277,89836837205251182809,2024-07-16 14:25:00,Activated,Pending,EMP103
CUST01278,89724187794641197713,2026-01-19 07:51:32,Activated,Verified,EMP105
CUST01279,89351834720900282240,2025-07-24 22:43:34,Pending,Pending,EMP103
CUST01280,89497642037225407955,2025-04-26 13:07:53,Activated,Verified,EMP106
CUST01281,89568787799139411582,2025-05-23 07:29:54,Pending,Rejected,EMP102
CUST01282,89122975059913153979,2026-02-14 12:46:22,Activated,Verified,EMP106
CUST01283,89833377472561481637,2025-02-19 19:16:20,Pending,Pending,EMP105
CUST01284,89454480730104876570,2024-09-16 11:31:15,Pending,Verified,EMP108
CUST01285,89632525118716501837,2025-01-30 07:45:09,Activated,Verified,EMP103
CUST01286,89074331303691891595,2026-02-12 17:51:35,Failed,Pending,EMP104
CUST01287,89789587959704526075,2024-12-17 05:31:31,Failed,Rejected,EMP103
CUST01288,89015283311609091628,2026-06-16 02:26:53,Activated,Rejected,EMP104
CUST01289,89000746546832750096,2024-07-13 08:39:51,Failed,Pending,EMP101
CUST01290,89096916856424367569,2025-04-06 22:21:41,Activated,Pending,EMP101
CUST01291,89601621736237359190,2025-07-12 15:30:21,Activated,Verified,EMP101
CUST01292,89083866284670802999,2026-01-06 23:38:05,Failed,Pending,EMP101
CUST01293,89622625772651165975,2026-01-16 01:43:47,Activated,Pending,EMP101
CUST01294,89445819153187596029,2026-05-17 23:53:13,Activated,Pending,EMP105
CUST01295,89566023350755761506,2025-05-31 18:53:20,Failed,Pending,EMP108
CUST01296,89658828900458882991,2025-12-08 14:35:43,Failed,Verified,EMP105
CUST01297,89624019577024404729,2025-10-11 18:46:06,Activated,Verified,EMP106
CUST01298,89374106276904600935,2024-09-25 22:17:43,Activated,Rejected,EMP102
CUST01299,89775139910503085009,2026-02-24 19:42:13,Activated,Verified,EMP104
CUST01300,89802017884750793316,2025-07-25 18:24:58,Pending,Rejected,EMP103
CUST01301,89157093066684577092,2026-01-12 07:08:14,Failed,Pending,EMP101
CUST01302,89956927344729326608,2025-06-21 11:13:27,Activated,Rejected,EMP108
CUST01303,89543205467038706882,2025-02-13 21:37:08,Pending,Rejected,EMP101
CUST01304,89440315639660936317,2025-07-28 19:40:32,Activated,Rejected,EMP102
CUST01305,89071293667327145901,2025-06-24 23:44:02,Activated,Verified,EMP108
CUST01306,89247693097900739289,2024-12-25 23:40:35,Activated,Pending,EMP106
CUST01307,89700874172619406990,2025-11-20 15:43:37,Activated,Rejected,EMP108
CUST01308,89979454374667863120,2025-08-24 23:08:57,Activated,Pending,EMP106
CUST01309,89875473390378441161,2024-07-18 05:56:44,Activated,Verified,EMP106
CUST01310,89675121894384970246,2025-12-05 09:58:12,Activated,Verified,EMP105
CUST01311,89534529497593003638,2025-04-11 20:28:55,Failed,Pending,EMP101
CUST01312,89277610026049769446,2025-08-22 23:14:33,Activated,Verified,EMP105
CUST01313,89537108742443558571,2026-06-12 11:28:37,Activated,Rejected,EMP108
CUST01314,89288210853931661111,2025-04-07 12:08:09,Activated,Verified,EMP104
CUST01315,89225865068013915111,2025-01-08 14:50:25,Failed,Pending,EMP102
CUST01316,89584626397024587588,2026-01-20 12:15:00,Activated,Pending,EMP107
CUST01317,89927185440019271164,2026-03-17 00:58:55,Activated,Pending,EMP108
CUST01318,89177173852926056109,2026-01-28 16:03:25,Pending,Pending,EMP101
CUST01319,89291923645061258810,2025-02-13 12:17:41,Activated,Rejected,EMP101
CUST01320,89991700628219772945,2025-09-09 03:11:19,Pending,Pending,EMP101
CUST01321,89989883529273133598,2024-08-01 01:27:00,Activated,Verified,EMP101
CUST01322,89285810191477962893,2025-01-25 14:21:43,Activated,Rejected,EMP106
CUST01323,89083286421483639517,2025-04-20 07:28:03,Activated,Verified,EMP102
CUST01324,89022243947172862951,2025-06-22 09:10:38,Pending,Pending,EMP107
CUST01325,89410836289881167007,2026-03-13 07:40:16,Activated,Verified,EMP101
CUST01326,89536944507014561092,2026-01-04 22:47:15,Activated,Verified,EMP105
CUST01327,89146198389006085534,2024-11-11 05:19:24,Failed,Pending,EMP102
CUST01328,89977507935684813459,2025-11-02 14:20:54,Activated,Pending,EMP104
CUST01329,89523439925449317508,2025-04-26 06:42:37,Failed,Pending,EMP101
CUST01330,89623097606924279192,2025-04-19 13:21:02,Activated,Verified,EMP102
CUST01331,89582815557206280738,2025-01-15 15:36:37,Activated,Verified,EMP106
CUST01332,89524728512994011467,2024-11-06 13:16:58,Failed,Verified,EMP107
CUST01333,89342560152969978193,2026-01-23 20:58:41,Activated,Verified,EMP107
CUST01334,89731001879401846883,2025-11-20 22:47:40,Activated,Rejected,EMP105
CUST01335,89488876320526859267,2024-09-15 16:47:45,Pending,Rejected,EMP106
CUST01336,89995649756711751528,2025-05-29 08:12:37,Activated,Verified,EMP107
CUST01337,89415817560918947663,2024-12-24 18:49:36,Pending,Verified,EMP102
CUST01338,89506243822968253266,2026-05-03 22:27:50,Failed,Verified,EMP104
CUST01339,89048444835345407132,2025-03-14 14:59:06,Activated,Verified,EMP104
CUST01340,89176232090878075881,2025-02-15 08:05:45,Failed,Pending,EMP102
CUST01341,89997605200461776685,2025-01-24 02:36:16,Pending,Verified,EMP102
CUST01342,89551893131841783370,2026-06-26 10:06:31,Failed,Rejected,EMP102
CUST01343,89115402318381485470,2026-01-08 17:03:24,Pending,Pending,EMP101
CUST01344,89487877581281137437,2024-07-21 13:14:24,Activated,Pending,EMP108
CUST01345,89411059267729126362,2025-04-21 06:31:17,Activated,Verified,EMP107
CUST01346,89767412397832987600,2025-08-06 04:15:30,Activated,Verified,EMP101
CUST01347,89594672677085707478,2025-12-05 02:28:27,Activated,Verified,EMP107
CUST01348,89295452418906584181,2026-04-13 22:33:09,Activated,Verified,EMP102
CUST01349,89423944532428719605,2025-01-23 04:07:53,Activated,Verified,EMP104
CUST01350,89191106170365340274,2025-06-25 04:10:48,Activated,Verified,EMP106
CUST01351,89955252218282003682,2026-03-18 06:59:23,Activated,Verified,EMP103
CUST01352,89343650376917687238,2024-09-30 02:33:34,Activated,Verified,EMP108
CUST01353,89325014108981621971,2025-02-05 05:03:53,Activated,Verified,EMP105
CUST01354,89298274333307005204,2024-09-28 03:12:39,Pending,Rejected,EMP101
CUST01355,89216931028573864314,2024-10-18 22:48:29,Activated,Rejected,EMP106
CUST01356,89317823132886392781,2026-04-29 07:42:56,Failed,Verified,EMP101
CUST01357,89679257874915993905,2025-02-13 11:56:57,Pending,Verified,EMP102
CUST01358,89010649354693636197,2025-03-02 20:07:53,Activated,Verified,EMP106
CUST01359,89731608403459988656,2024-08-19 23:18:23,Activated,Pending,EMP104
CUST01360,89995834059779020923,2025-08-09 17:04:19,Activated,Verified,EMP103
CUST01361,89684272069570111165,2026-05-31 23:03:35,Activated,Pending,EMP108
CUST01362,89745638163763256619,2026-03-25 10:28:34,Failed,Pending,EMP101
CUST01363,89812076658945621748,2025-07-30 08:54:37,Pending,Pending,EMP106
CUST01364,89270566697127646851,2026-01-09 16:07:27,Activated,Rejected,EMP103
CUST01365,89777960781413572397,2026-05-19 17:23:06,Activated,Verified,EMP108
CUST01366,89797072476879383810,2025-01-05 05:04:34,Pending,Verified,EMP101
CUST01367,89114960660934940014,2026-05-13 22:29:53,Activated,Pending,EMP104
CUST01368,89335776333161419036,2026-05-18 02:29:54,Activated,Verified,EMP102
CUST01369,89029395533251731365,2024-11-05 04:51:54,Activated,Verified,EMP102
CUST01370,89090506892964619151,2026-02-21 00:21:34,Activated,Rejected,EMP101
CUST01371,89008720029973316699,2025-01-06 06:10:00,Failed,Verified,EMP102
CUST01372,89541849589483526902,2025-03-01 07:44:42,Pending,Rejected,EMP102
CUST01373,89554512603070659309,2025-12-25 20:06:17,Failed,Verified,EMP108
CUST01374,89442942153338532758,2024-09-16 10:09:52,Failed,Pending,EMP108
CUST01375,89918587743600113895,2026-04-28 04:07:27,Pending,Pending,EMP104
CUST01376,89836545649757765724,2025-03-06 21:27:41,Activated,Verified,EMP102
CUST01377,89679971410386712572,2025-05-26 21:40:11,Activated,Verified,EMP101
CUST01378,89661447381471725949,2025-06-11 15:37:43,Activated,Verified,EMP108
CUST01379,89398908572574822821,2026-04-30 14:23:56,Pending,Verified,EMP106
CUST01380,89831242901583815393,2024-10-07 09:53:42,Activated,Verified,EMP106
CUST01381,89183194757785131139,2026-05-16 08:06:52,Failed,Pending,EMP105
CUST01382,89119771680064212012,2025-06-17 13:09:48,Activated,Verified,EMP102
CUST01383,89506016561270584155,2025-10-04 21:25:31,Activated,Verified,EMP108
CUST01384,89932456984050469443,2026-06-21 12:43:48,Failed,Rejected,EMP107
CUST01385,89566168956670828823,2025-01-23 13:03:22,Activated,Pending,EMP106
CUST01386,89463605886562767081,2026-03-22 17:33:50,Failed,Verified,EMP103
CUST01387,89115073249745045265,2025-12-30 06:32:08,Activated,Pending,EMP108
CUST01388,89033268575849704440,2026-05-21 12:05:26,Activated,Verified,EMP107
CUST01389,89958977457085330182,2024-10-23 13:11:22,Pending,Verified,EMP103
CUST01390,89689959847230098676,2026-02-03 23:41:34,Pending,Verified,EMP107
CUST01391,89274406503337514531,2025-03-22 08:56:56,Activated,Pending,EMP108
CUST01392,89442684027868126490,2024-11-02 00:43:43,Activated,Verified,EMP108
CUST01393,89317523427773379223,2025-03-14 02:24:49,Pending,Verified,EMP106
CUST01394,89285459521892721072,2024-07-24 19:29:10,Failed,Verified,EMP102
CUST01395,89959496909300229099,2024-12-07 02:38:23,Activated,Verified,EMP102
CUST01396,89900074930934433632,2025-02-22 03:41:45,Pending,Pending,EMP106
CUST01397,89581170813281571861,2026-06-05 15:23:37,Pending,Rejected,EMP106
CUST01398,89342851612699897327,2026-06-03 22:56:24,Failed,Rejected,EMP105
CUST01399,89633795340668164848,2025-11-21 02:39:46,Pending,Pending,EMP101
CUST01400,89158525208759391029,2025-12-18 01:19:35,Failed,Pending,EMP104
CUST01401,89379504772910959656,2024-09-03 08:42:14,Pending,Pending,EMP103
CUST01402,89395754621624483590,2024-10-04 03:52:43,Failed,Verified,EMP101
CUST01403,89444802339694130057,2024-11-05 20:42:38,Pending,Verified,EMP105
CUST01404,89614997165163115553,2025-08-24 01:56:13,Pending,Verified,EMP106
CUST01405,89800400424812007865,2026-05-22 13:42:11,Activated,Verified,EMP103
CUST01406,89445365516655625155,2024-10-26 19:05:04,Pending,Verified,EMP107
CUST01407,89626854058489814204,2025-06-12 12:07:02,Activated,Verified,EMP101
CUST01408,89180772504598735911,2026-02-02 00:38:46,Failed,Pending,EMP102
CUST01409,89003627130837414062,2025-10-07 21:47:50,Failed,Verified,EMP108
CUST01410,89650905746070917277,2026-01-03 09:03:04,Failed,Pending,EMP103
CUST01411,89428192579406089131,2025-01-25 05:54:55,Activated,Verified,EMP102
CUST01412,89413278521700963874,2025-04-14 17:08:45,Activated,Pending,EMP108
CUST01413,89074742377967667273,2024-09-25 18:00:37,Activated,Verified,EMP105
CUST01414,89320277347584126227,2026-03-07 16:31:53,Failed,Pending,EMP103
CUST01415,89106567484500713576,2024-08-08 12:40:11,Activated,Pending,EMP102
CUST01416,89891102368086862997,2024-08-13 17:58:42,Activated,Pending,EMP108
CUST01417,89743562419005210450,2026-01-16 07:05:41,Pending,Verified,EMP104
CUST01418,89458274294572927582,2024-10-03 13:38:30,Activated,Pending,EMP102
CUST01419,89100635244827371052,2025-06-08 06:07:52,Activated,Rejected,EMP106
CUST01420,89751769417021655473,2025-05-10 04:09:05,Activated,Pending,EMP102
CUST01421,89285336934184706634,2025-10-24 00:48:38,Pending,Rejected,EMP104
CUST01422,89638040707936952424,2024-08-31 02:15:00,Failed,Pending,EMP101
CUST01423,89161529983625067655,2025-07-27 05:35:12,Activated,Pending,EMP108
CUST01424,89469481835267800206,2025-08-18 08:46:31,Activated,Verified,EMP104
CUST01425,89015882903749400821,2024-11-26 04:57:03,Activated,Rejected,EMP108
CUST01426,89725253467338455905,2026-04-18 01:31:38,Activated,Pending,EMP102
CUST01427,89176442445591035886,2025-05-24 20:38:02,Pending,Rejected,EMP108
CUST01428,89062666382611722178,2025-10-10 09:18:45,Activated,Pending,EMP101
CUST01429,89130112603220638737,2024-11-23 16:38:02,Activated,Rejected,EMP107
CUST01430,89647592319610768012,2026-05-31 05:27:56,Pending,Verified,EMP101
CUST01431,89926051137317701577,2024-08-05 13:27:32,Failed,Verified,EMP101
CUST01432,89210492089861595171,2025-01-16 02:56:45,Activated,Verified,EMP105
CUST01433,89816435889117580274,2026-03-31 07:37:24,Activated,Verified,EMP101
CUST01434,89820590783299943496,2025-11-18 07:43:52,Pending,Verified,EMP103
CUST01435,89823727132714778771,2025-02-10 18:12:13,Activated,Verified,EMP108
CUST01436,89516996193807836496,2025-01-13 13:39:39,Activated,Verified,EMP108
CUST01437,89178597543480929186,2024-09-15 04:34:08,Activated,Verified,EMP103
CUST01438,89542526820218630990,2025-02-23 08:46:34,Activated,Verified,EMP103
CUST01439,89762243147667096597,2025-01-06 06:09:09,Activated,Verified,EMP102
CUST01440,89867729730964491714,2024-09-30 22:08:53,Activated,Verified,EMP106
CUST01441,89540546911883237544,2025-09-03 21:25:03,Activated,Rejected,EMP107
CUST01442,89586557532725879579,2026-01-10 05:40:46,Activated,Verified,EMP101
CUST01443,89522277948759894426,2024-12-01 07:35:47,Activated,Verified,EMP105
CUST01444,89521454139489688294,2025-05-16 14:51:39,Pending,Verified,EMP102
CUST01445,89063758738638258261,2025-05-03 14:03:01,Activated,Pending,EMP101
CUST01446,89489757312338437749,2025-06-17 19:18:07,Activated,Pending,EMP101
CUST01447,89849210159763933728,2024-09-28 11:46:25,Pending,Pending,EMP106
CUST01448,89768825587990577930,2024-09-05 19:24:02,Activated,Verified,EMP108
CUST01449,89029592750201610690,2024-08-04 04:12:54,Failed,Pending,EMP108
CUST01450,89954128956676720226,2026-04-13 18:37:13,Activated,Verified,EMP107
CUST01451,89016243760502446933,2026-03-17 08:47:21,Activated,Rejected,EMP105
CUST01452,89794575436040637254,2024-09-02 12:05:37,Failed,Pending,EMP106
CUST01453,89553612318263668352,2025-03-07 06:23:40,Activated,Verified,EMP102
CUST01454,89784334488156870586,2025-08-14 20:08:55,Activated,Verified,EMP102
CUST01455,89117697371304951042,2024-12-20 07:48:33,Activated,Pending,EMP101
CUST01456,89928708185835139741,2025-08-14 11:03:33,Activated,Rejected,EMP104
CUST01457,89782799723821983769,2026-06-02 23:58:03,Activated,Verified,EMP103
CUST01458,89335254430926847307,2024-12-29 20:17:09,Activated,Verified,EMP103
CUST01459,89497932738970235659,2025-03-13 04:28:48,Activated,Pending,EMP106
CUST01460,89951924455613285413,2025-02-18 02:53:51,Pending,Verified,EMP102
CUST01461,89062012750547803874,2026-04-19 15:59:58,Activated,Verified,EMP104
CUST01462,89570680440469131911,2024-07-16 19:12:00,Activated,Verified,EMP103
CUST01463,89521914742147319694,2026-02-17 21:33:45,Pending,Rejected,EMP106
CUST01464,89547365305692342666,2025-05-11 04:32:28,Activated,Verified,EMP107
CUST01465,89528024612585661469,2026-05-07 15:27:59,Failed,Verified,EMP102
CUST01466,89235953679654085155,2025-08-25 15:45:46,Pending,Verified,EMP108
CUST01467,89200846888867138080,2026-01-20 01:13:32,Activated,Verified,EMP105
CUST01468,89340887612443303198,2025-04-14 04:25:20,Activated,Verified,EMP105
CUST01469,89617435815778455381,2025-10-10 20:54:59,Failed,Verified,EMP107
CUST01470,89769111579623501380,2026-02-20 10:42:00,Activated,Pending,EMP104
CUST01471,89686245928473134461,2025-03-05 06:52:24,Activated,Rejected,EMP101
CUST01472,89867267075501054110,2025-04-05 00:46:11,Failed,Rejected,EMP106
CUST01473,89946057294001254386,2024-08-14 15:53:52,Pending,Verified,EMP101
CUST01474,89750977432647994375,2026-04-12 17:23:17,Activated,Verified,EMP104
CUST01475,89055672746241253049,2025-04-16 09:11:45,Activated,Verified,EMP104
CUST01476,89212757431000288354,2024-09-02 16:15:37,Failed,Rejected,EMP105
CUST01477,89753761332487668170,2025-02-15 05:47:48,Activated,Pending,EMP105
CUST01478,89077463471666250786,2026-03-24 00:28:17,Pending,Rejected,EMP105
CUST01479,89307637512176165889,2025-10-01 21:01:12,Failed,Pending,EMP104
CUST01480,89011660804395571201,2025-05-27 23:00:32,Activated,Verified,EMP103
CUST01481,89748331906961895493,2024-09-12 06:48:07,Activated,Verified,EMP101
CUST01482,89065686215355255290,2026-03-21 13:00:36,Activated,Pending,EMP103
CUST01483,89133614391372954160,2026-02-04 11:55:02,Activated,Verified,EMP108
CUST01484,89410794259865417856,2024-07-08 23:43:48,Activated,Verified,EMP103
CUST01485,89558669291385920438,2025-08-27 14:10:41,Activated,Verified,EMP101
CUST01486,89960732859176532939,2025-12-28 21:09:15,Activated,Pending,EMP101
CUST01487,89321069880009017150,2024-08-30 02:09:56,Activated,Pending,EMP102
CUST01488,89777810604266761719,2025-02-16 05:10:59,Failed,Verified,EMP102
CUST01489,89002923425322448387,2025-05-13 04:22:15,Activated,Verified,EMP108
CUST01490,89457015889925930872,2025-01-12 18:11:38,Activated,Rejected,EMP102
CUST01491,89142247746131009776,2025-12-18 22:36:05,Activated,Verified,EMP107
CUST01492,89755028219105132794,2026-03-07 04:48:11,Activated,Verified,EMP102
CUST01493,89772408767661805635,2025-11-02 00:59:36,Failed,Pending,EMP106
CUST01494,89206245809753142652,2024-10-14 23:42:19,Pending,Rejected,EMP107
CUST01495,89215109683678812764,2026-05-29 03:23:44,Activated,Pending,EMP105
CUST01496,89653261390566656008,2026-06-08 17:17:16,Activated,Pending,EMP102
CUST01497,89529202743871793715,2026-01-16 08:17:26,Activated,Verified,EMP106
CUST01498,89105097174919707320,2025-06-17 19:49:20,Activated,Verified,EMP104
CUST01499,89835949972949040835,2025-11-09 23:04:24,Failed,Rejected,EMP108
CUST01500,89207718820275348726,2025-05-14 05:47:03,Activated,Verified,EMP108
CUST01501,89868601691033099599,2025-12-03 18:46:42,Activated,Rejected,EMP103
CUST01502,89169697882021044641,2025-05-06 16:18:29,Activated,Verified,EMP104
CUST01503,89544361940630759217,2025-06-04 10:59:40,Activated,Verified,EMP103
CUST01504,89863264666282046052,2025-05-19 03:44:13,Activated,Verified,EMP107
CUST01505,89929212533117965456,2026-03-02 23:07:18,Pending,Verified,EMP102
CUST01506,89569037314800734676,2024-11-04 03:07:22,Activated,Pending,EMP102
CUST01507,89156597318676335225,2024-08-10 06:07:23,Activated,Rejected,EMP102
CUST01508,89996872797833447572,2024-10-10 10:26:47,Activated,Rejected,EMP105
CUST01509,89576921725675034362,2024-10-06 03:19:49,Pending,Verified,EMP103
CUST01510,89785243380539561130,2024-12-08 05:31:48,Failed,Verified,EMP108
CUST01511,89155420121695673507,2024-09-24 18:49:25,Pending,Rejected,EMP104
CUST01512,89037897288782283219,2025-09-14 10:21:47,Pending,Verified,EMP102
CUST01513,89629417422830245632,2024-07-27 08:19:58,Activated,Verified,EMP104
CUST01514,89362691585440977949,2025-02-20 01:57:08,Activated,Rejected,EMP103
CUST01515,89204634975007112551,2026-01-21 14:56:01,Activated,Rejected,EMP107
CUST01516,89995640050702022524,2024-07-31 20:46:19,Activated,Verified,EMP107
CUST01517,89272072418633912389,2025-11-18 20:35:43,Failed,Verified,EMP106
CUST01518,89021915805960159357,2026-05-13 05:34:41,Activated,Pending,EMP106
CUST01519,89856180617330720670,2024-07-22 06:09:37,Activated,Rejected,EMP106
CUST01520,89122303946076345955,2025-06-29 14:02:22,Failed,Verified,EMP108
CUST01521,89113052440764689262,2024-10-18 04:54:02,Activated,Rejected,EMP104
CUST01522,89556461475584598397,2024-09-08 01:15:26,Activated,Pending,EMP102
CUST01523,89649850093671306161,2026-03-21 23:31:56,Failed,Verified,EMP105
CUST01524,89664362894840234033,2024-09-12 16:41:47,Activated,Pending,EMP108
CUST01525,89275461257953351708,2025-05-26 11:40:41,Activated,Rejected,EMP102
CUST01526,89453042215669797501,2026-01-14 23:35:38,Activated,Verified,EMP101
CUST01527,89391598731500904425,2025-09-20 16:23:35,Activated,Verified,EMP103
CUST01528,89515892712597268041,2025-11-15 13:32:15,Activated,Pending,EMP101
CUST01529,89752160505516003522,2025-02-27 20:01:20,Activated,Verified,EMP107
CUST01530,89628900672156628717,2024-09-14 07:33:52,Activated,Verified,EMP108
CUST01531,89993979139448578157,2025-09-29 13:49:34,Activated,Pending,EMP102
CUST01532,89239926961167901892,2025-11-22 17:38:44,Activated,Verified,EMP103
CUST01533,89739392649859023679,2025-12-30 19:13:50,Pending,Verified,EMP107
CUST01534,89433552330013619065,2025-10-11 03:48:42,Failed,Pending,EMP102
CUST01535,89703755028389378251,2024-11-04 03:12:03,Pending,Verified,EMP107
CUST01536,89064838268160666259,2026-04-06 22:43:50,Activated,Rejected,EMP106
CUST01537,89824148310312953149,2026-02-19 19:50:07,Activated,Verified,EMP107
CUST01538,89539738460597167539,2025-02-02 17:37:43,Activated,Verified,EMP107
CUST01539,89794599342345931413,2025-04-07 16:06:12,Activated,Verified,EMP108
CUST01540,89166181389723196018,2024-11-24 12:51:39,Activated,Verified,EMP105
CUST01541,89740114093030606603,2025-03-26 13:43:34,Activated,Pending,EMP103
CUST01542,89904899895130376777,2026-05-31 14:59:15,Activated,Rejected,EMP108
CUST01543,89750385289316506537,2026-05-09 02:17:38,Activated,Rejected,EMP103
CUST01544,89845196131372590265,2025-03-09 16:22:17,Activated,Rejected,EMP103
CUST01545,89881856107895318559,2025-10-15 14:04:39,Failed,Verified,EMP104
CUST01546,89463754955751757415,2025-07-28 03:52:55,Activated,Pending,EMP108
CUST01547,89999216298061489801,2026-01-05 17:11:55,Failed,Pending,EMP106
CUST01548,89034173709123635837,2025-05-21 01:28:46,Activated,Verified,EMP108
