customer_id,connection_number,broadband_plan,connection_type,speed_mbps,installation_date,status
CUST00430,BB00000368,Fiber 1999,Fiber,500,2023-08-27,Active
CUST00684,BB00000369,Fiber 699,Fiber,100,2024-02-22,Active
CUST04464,BB00000370,Fiber 499,Fiber,40,2022-12-17,Inactive
CUST03946,BB00000371,Fiber 699,Fiber,100,2022-08-22,Active
CUST03524,BB00000372,Fiber 2499,Fiber,1000,2025-10-20,Suspended
CUST01542,BB00000373,Fiber 1999,Fiber,500,2025-11-10,Suspended
CUST02032,BB00000374,Fiber 999,Fiber,200,2022-08-27,Suspended
CUST02233,BB00000375,Fiber 499,Fiber,40,2023-08-27,Inactive
CUST04121,BB00000376,Fiber 499,Fiber,40,2023-03-29,Active
CUST03236,BB00000377,Fiber 499,Fiber,40,2023-02-08,Suspended
CUST00255,BB00000378,Fiber 699,Fiber,100,2025-09-08,Inactive
CUST01030,BB00000379,Fiber 999,Fiber,200,2026-03-17,Inactive
CUST04393,BB00000380,Fiber 799,Fiber,150,2024-12-13,Suspended
CUST03801,BB00000381,Fiber 799,Fiber,150,2024-03-11,Inactive
CUST04311,BB00000382,Fiber 699,Fiber,100,2026-02-05,Active
CUST02510,BB00000383,Fiber 999,Fiber,200,2026-06-10,Inactive
CUST02293,BB00000384,Fiber 499,Fiber,40,2021-12-07,Active
CUST01324,BB00000385,Fiber 499,Fiber,40,2022-10-09,Suspended
CUST01551,BB00000386,Fiber 999,Fiber,200,2025-08-12,Inactive
CUST04648,BB00000387,Fiber 1499,Fiber,300,2022-12-27,Active
CUST00316,BB00000388,Fiber 1999,Fiber,500,2024-07-19,Suspended
CUST01243,BB00000389,Fiber 799,Fiber,150,2023-11-17,Active
CUST02451,BB00000390,Fiber 2499,Fiber,1000,2022-09-04,Inactive
CUST01579,BB00000391,Fiber 1499,Fiber,300,2024-02-15,Inactive
CUST04626,BB00000392,Fiber 999,Fiber,200,2025-11-17,Active
CUST03117,BB00000393,Fiber 1999,Fiber,500,2024-04-17,Suspended
CUST00070,BB00000394,Fiber 1499,Fiber,300,2022-05-16,Suspended
CUST00860,BB00000395,Fiber 999,Fiber,200,2026-01-21,Suspended
CUST02754,BB00000396,Fiber 1999,Fiber,500,2022-06-03,Suspended
CUST01633,BB00000397,Fiber 2499,Fiber,1000,2024-05-30,Suspended
CUST01651,BB00000398,Fiber 499,Fiber,40,2023-10-28,Inactive
CUST03861,BB00000399,Fiber 1999,Fiber,500,2024-03-08,Inactive
CUST03107,BB00000400,Fiber 2499,Fiber,1000,2024-08-14,Active
CUST01075,BB00000401,Fiber 999,Fiber,200,2024-05-07,Inactive
CUST04002,BB00000402,Fiber 499,Fiber,40,2026-02-08,Inactive
CUST00788,BB00000403,Fiber 999,Fiber,200,2023-06-15,Active
CUST02606,BB00000404,Fiber 699,Fiber,100,2024-05-08,Suspended
CUST03631,BB00000405,Fiber 799,Fiber,150,2021-07-23,Active
CUST02122,BB00000406,Fiber 1499,Fiber,300,2024-05-09,Inactive
CUST01875,BB00000407,Fiber 2499,Fiber,1000,2023-05-29,Active
CUST00812,BB00000408,Fiber 799,Fiber,150,2023-04-14,Inactive
CUST00388,BB00000409,Fiber 1999,Fiber,500,2025-07-11,Suspended
CUST02883,BB00000410,Fiber 1499,Fiber,300,2023-11-17,Active
CUST01176,BB00000411,Fiber 699,Fiber,100,2025-07-03,Inactive
CUST03198,BB00000412,Fiber 1499,Fiber,300,2025-10-03,Suspended
CUST02624,BB00000413,Fiber 999,Fiber,200,2022-09-08,Suspended
CUST01352,BB00000414,Fiber 999,Fiber,200,2023-11-10,Active
CUST00411,BB00000415,Fiber 1499,Fiber,300,2024-05-06,Active
CUST04213,BB00000416,Fiber 1999,Fiber,500,2022-11-05,Active
CUST00110,BB00000417,Fiber 2499,Fiber,1000,2022-07-28,Suspended
CUST04996,BB00000418,Fiber 999,Fiber,200,2021-09-28,Suspended
CUST03430,BB00000419,Fiber 2499,Fiber,1000,2025-11-13,Suspended
CUST02810,BB00000420,Fiber 499,Fiber,40,2024-06-08,Inactive
CUST02595,BB00000421,Fiber 499,Fiber,40,2023-05-07,Active
CUST02837,BB00000422,Fiber 999,Fiber,200,2024-09-29,Inactive
CUST02373,BB00000423,Fiber 1999,Fiber,500,2023-11-25,Suspended
CUST01236,BB00000424,Fiber 2499,Fiber,1000,2023-06-23,Inactive
CUST02147,BB00000425,Fiber 2499,Fiber,1000,2023-10-18,Inactive
CUST04976,BB00000426,Fiber 1499,Fiber,300,2024-08-09,Inactive
CUST00600,BB00000427,Fiber 1499,Fiber,300,2022-03-27,Suspended
CUST01435,BB00000428,Fiber 1999,Fiber,500,2025-04-19,Inactive
CUST04997,BB00000429,Fiber 999,Fiber,200,2021-07-22,Inactive
CUST00539,BB00000430,Fiber 1999,Fiber,500,2025-01-18,Active
CUST00722,BB00000431,Fiber 499,Fiber,40,2025-05-11,Suspended
CUST04411,BB00000432,Fiber 999,Fiber,200,2026-03-12,Active
CUST01873,BB00000433,Fiber 699,Fiber,100,2021-11-25,Active
CUST02846,BB00000434,Fiber 1499,Fiber,300,2025-04-24,Active
CUST02054,BB00000435,Fiber 999,Fiber,200,2026-04-30,Suspended
CUST02908,BB00000436,Fiber 1999,Fiber,500,2026-04-30,Active
CUST02255,BB00000437,Fiber 1499,Fiber,300,2024-04-15,Inactive
CUST03913,BB00000438,Fiber 699,Fiber,100,2025-01-05,Active
CUST00178,BB00000439,Fiber 499,Fiber,40,2024-07-09,Inactive
CUST02891,BB00000440,Fiber 699,Fiber,100,2022-09-14,Inactive
CUST03674,BB00000441,Fiber 799,Fiber,150,2025-04-29,Suspended
CUST00081,BB00000442,Fiber 1499,Fiber,300,2023-06-24,Inactive
CUST02562,BB00000443,Fiber 1999,Fiber,500,2025-08-28,Active
CUST01724,BB00000444,Fiber 999,Fiber,200,2025-05-05,Active
CUST01618,BB00000445,Fiber 2499,Fiber,1000,2022-11-29,Inactive
CUST01655,BB00000446,Fiber 799,Fiber,150,2026-01-28,Suspended
CUST02329,BB00000447,Fiber 1999,Fiber,500,2024-01-29,Inactive
CUST04614,BB00000448,Fiber 1499,Fiber,300,2024-10-16,Inactive
CUST00222,BB00000449,Fiber 999,Fiber,200,2022-08-06,Inactive
CUST00094,BB00000450,Fiber 1999,Fiber,500,2025-02-22,Suspended
CUST02610,BB00000451,Fiber 799,Fiber,150,2022-09-11,Active
CUST03383,BB00000452,Fiber 799,Fiber,150,2024-03-18,Active
CUST04416,BB00000453,Fiber 699,Fiber,100,2024-01-08,Active
CUST01398,BB00000454,Fiber 1499,Fiber,300,2025-05-16,Suspended
CUST04687,BB00000455,Fiber 999,Fiber,200,2025-03-02,Suspended
CUST01293,BB00000456,Fiber 1499,Fiber,300,2023-01-25,Active
CUST02165,BB00000457,Fiber 1999,Fiber,500,2022-03-25,Inactive
CUST02940,BB00000458,Fiber 699,Fiber,100,2022-06-12,Inactive
CUST03669,BB00000459,Fiber 499,Fiber,40,2022-04-04,Inactive
CUST00813,BB00000460,Fiber 999,Fiber,200,2024-09-25,Inactive
CUST01259,BB00000461,Fiber 799,Fiber,150,2023-02-09,Suspended
CUST00890,BB00000462,Fiber 499,Fiber,40,2024-11-12,Suspended
CUST01452,BB00000463,Fiber 1499,Fiber,300,2023-07-12,Active
CUST03317,BB00000464,Fiber 499,Fiber,40,2023-03-31,Inactive
CUST02560,BB00000465,Fiber 2499,Fiber,1000,2026-06-15,Active
CUST03575,BB00000466,Fiber 799,Fiber,150,2024-07-16,Suspended
CUST02681,BB00000467,Fiber 699,Fiber,100,2023-07-25,Suspended
CUST04652,BB00000468,Fiber 699,Fiber,100,2024-01-28,Inactive
CUST04812,BB00000469,Fiber 499,Fiber,40,2023-05-25,Inactive
CUST04680,BB00000470,Fiber 699,Fiber,100,2025-04-11,Active
CUST02965,BB00000471,Fiber 699,Fiber,100,2023-07-13,Suspended
CUST02673,BB00000472,Fiber 1999,Fiber,500,2024-12-28,Inactive
CUST00562,BB00000473,Fiber 499,Fiber,40,2023-02-03,Inactive
CUST02779,BB00000474,Fiber 1499,Fiber,300,2024-10-23,Suspended
CUST02949,BB00000475,Fiber 2499,Fiber,1000,2024-08-04,Suspended
CUST02818,BB00000476,Fiber 699,Fiber,100,2023-03-28,Inactive
CUST02759,BB00000477,Fiber 699,Fiber,100,2021-08-31,Suspended
CUST01757,BB00000478,Fiber 1499,Fiber,300,2023-09-16,Inactive
CUST00725,BB00000479,Fiber 799,Fiber,150,2024-01-03,Inactive
CUST00220,BB00000480,Fiber 499,Fiber,40,2026-04-15,Suspended
CUST04140,BB00000481,Fiber 2499,Fiber,1000,2025-07-10,Active
CUST03958,BB00000482,Fiber 1999,Fiber,500,2024-06-12,Inactive
CUST01589,BB00000483,Fiber 999,Fiber,200,2025-08-26,Inactive
CUST03348,BB00000484,Fiber 499,Fiber,40,2023-01-22,Inactive
CUST03971,BB00000485,Fiber 2499,Fiber,1000,2023-01-26,Inactive
CUST04708,BB00000486,Fiber 799,Fiber,150,2025-01-22,Suspended
CUST00044,BB00000487,Fiber 1499,Fiber,300,2025-10-28,Inactive
CUST03002,BB00000488,Fiber 2499,Fiber,1000,2023-06-25,Active
CUST00211,BB00000489,Fiber 1999,Fiber,500,2025-10-31,Inactive
CUST00678,BB00000490,Fiber 699,Fiber,100,2025-10-10,Active
CUST00355,BB00000491,Fiber 499,Fiber,40,2021-07-08,Inactive
CUST01434,BB00000492,Fiber 999,Fiber,200,2025-05-27,Suspended
CUST00950,BB00000493,Fiber 1999,Fiber,500,2024-04-05,Suspended
CUST02844,BB00000494,Fiber 799,Fiber,150,2023-01-08,Inactive
CUST00578,BB00000495,Fiber 1999,Fiber,500,2023-05-12,Suspended
CUST03929,BB00000496,Fiber 1999,Fiber,500,2022-10-31,Suspended
CUST00545,BB00000497,Fiber 999,Fiber,200,2022-08-06,Suspended
CUST00368,BB00000498,Fiber 1999,Fiber,500,2023-04-01,Active
CUST01613,BB00000499,Fiber 699,Fiber,100,2025-02-20,Active
CUST03551,BB00000500,Fiber 499,Fiber,40,2025-01-24,Suspended
CUST03717,BB00000501,Fiber 1999,Fiber,500,2021-08-13,Suspended
CUST03780,BB00000502,Fiber 799,Fiber,150,2026-02-26,Active
CUST00136,BB00000503,Fiber 699,Fiber,100,2025-04-10,Inactive
CUST04481,BB00000504,Fiber 1999,Fiber,500,2026-06-02,Suspended
CUST01438,BB00000505,Fiber 1499,Fiber,300,2024-02-27,Active
CUST00048,BB00000506,Fiber 2499,Fiber,1000,2021-11-11,Active
CUST01361,BB00000507,Fiber 499,Fiber,40,2023-04-28,Suspended
CUST00735,BB00000508,Fiber 499,Fiber,40,2025-07-31,Suspended
CUST01535,BB00000509,Fiber 999,Fiber,200,2025-07-05,Inactive
CUST02005,BB00000510,Fiber 1999,Fiber,500,2024-07-25,Inactive
CUST03796,BB00000511,Fiber 2499,Fiber,1000,2021-10-22,Inactive
CUST02520,BB00000512,Fiber 699,Fiber,100,2024-07-20,Active
CUST01973,BB00000513,Fiber 799,Fiber,150,2022-11-03,Suspended
CUST00997,BB00000514,Fiber 2499,Fiber,1000,2021-08-17,Suspended
CUST00062,BB00000515,Fiber 1499,Fiber,300,2024-09-12,Inactive
CUST01109,BB00000516,Fiber 2499,Fiber,1000,2022-09-04,Inactive
CUST02406,BB00000517,Fiber 999,Fiber,200,2025-04-21,Inactive
CUST00096,BB00000518,Fiber 499,Fiber,40,2021-09-15,Suspended
CUST00479,BB00000519,Fiber 699,Fiber,100,2026-02-25,Active
CUST04360,BB00000520,Fiber 1999,Fiber,500,2025-09-02,Inactive
CUST04113,BB00000521,Fiber 999,Fiber,200,2021-12-15,Inactive
CUST03708,BB00000522,Fiber 1999,Fiber,500,2025-02-16,Active
CUST01102,BB00000523,Fiber 699,Fiber,100,2022-03-19,Suspended
CUST02747,BB00000524,Fiber 1499,Fiber,300,2022-12-20,Inactive
CUST02171,BB00000525,Fiber 999,Fiber,200,2026-03-28,Inactive
CUST00323,BB00000526,Fiber 799,Fiber,150,2024-04-18,Suspended
CUST04255,BB00000527,Fiber 799,Fiber,150,2023-01-08,Inactive
CUST03143,BB00000528,Fiber 999,Fiber,200,2026-02-16,Active
CUST03538,BB00000529,Fiber 799,Fiber,150,2026-02-05,Suspended
CUST04926,BB00000530,Fiber 799,Fiber,150,2026-03-25,Active
CUST02925,BB00000531,Fiber 699,Fiber,100,2026-01-29,Inactive
CUST01150,BB00000532,Fiber 699,Fiber,100,2023-06-16,Inactive
CUST03618,BB00000533,Fiber 2499,Fiber,1000,2024-05-27,Suspended
CUST00292,BB00000534,Fiber 699,Fiber,100,2021-11-10,Suspended
CUST03750,BB00000535,Fiber 699,Fiber,100,2025-03-26,Active
CUST03587,BB00000536,Fiber 2499,Fiber,1000,2023-06-30,Inactive
CUST00534,BB00000537,Fiber 499,Fiber,40,2021-11-09,Suspended
CUST03608,BB00000538,Fiber 999,Fiber,200,2022-05-29,Active
CUST02649,BB00000539,Fiber 1999,Fiber,500,2025-05-06,Inactive
CUST04811,BB00000540,Fiber 699,Fiber,100,2022-02-23,Suspended
CUST01984,BB00000541,Fiber 799,Fiber,150,2023-11-02,Inactive
CUST02933,BB00000542,Fiber 799,Fiber,150,2024-05-02,Inactive
CUST01537,BB00000543,Fiber 699,Fiber,100,2022-11-19,Suspended
CUST04535,BB00000544,Fiber 799,Fiber,150,2025-11-29,Suspended
CUST04173,BB00000545,Fiber 499,Fiber,40,2022-06-17,Inactive
CUST03361,BB00000546,Fiber 1499,Fiber,300,2022-01-20,Inactive
CUST03666,BB00000547,Fiber 499,Fiber,40,2024-11-16,Inactive
CUST04006,BB00000548,Fiber 999,Fiber,200,2026-02-16,Active
CUST03627,BB00000549,Fiber 699,Fiber,100,2024-09-28,Active
CUST00587,BB00000550,Fiber 699,Fiber,100,2023-10-18,Active
CUST03257,BB00000551,Fiber 799,Fiber,150,2026-05-02,Active
CUST02299,BB00000552,Fiber 1999,Fiber,500,2022-04-21,Suspended
CUST03989,BB00000553,Fiber 799,Fiber,150,2023-06-07,Inactive
CUST00585,BB00000554,Fiber 699,Fiber,100,2022-08-15,Active
CUST02424,BB00000555,Fiber 2499,Fiber,1000,2024-05-15,Inactive
CUST01392,BB00000556,Fiber 699,Fiber,100,2024-01-07,Active
CUST04526,BB00000557,Fiber 999,Fiber,200,2024-03-12,Inactive
CUST04921,BB00000558,Fiber 1999,Fiber,500,2021-07-20,Suspended
CUST04801,BB00000559,Fiber 699,Fiber,100,2024-10-23,Active
CUST03241,BB00000560,Fiber 2499,Fiber,1000,2023-05-18,Active
CUST04282,BB00000561,Fiber 999,Fiber,200,2026-01-01,Active
CUST03339,BB00000562,Fiber 2499,Fiber,1000,2025-02-15,Inactive
CUST03221,BB00000563,Fiber 799,Fiber,150,2022-04-26,Inactive
CUST02112,BB00000564,Fiber 1999,Fiber,500,2024-02-24,Suspended
CUST01175,BB00000565,Fiber 1499,Fiber,300,2025-12-14,Inactive
CUST04863,BB00000566,Fiber 1999,Fiber,500,2025-09-27,Active
CUST03812,BB00000567,Fiber 699,Fiber,100,2023-09-05,Inactive
CUST01868,BB00000568,Fiber 1999,Fiber,500,2021-12-07,Suspended
CUST02615,BB00000569,Fiber 499,Fiber,40,2025-10-06,Active
CUST03867,BB00000570,Fiber 699,Fiber,100,2021-10-16,Suspended
CUST04886,BB00000571,Fiber 699,Fiber,100,2026-06-10,Inactive
CUST03779,BB00000572,Fiber 1999,Fiber,500,2025-10-25,Active
CUST03847,BB00000573,Fiber 1999,Fiber,500,2021-09-09,Suspended
CUST02417,BB00000574,Fiber 699,Fiber,100,2021-10-20,Inactive
CUST00071,BB00000575,Fiber 499,Fiber,40,2023-01-31,Inactive
CUST04881,BB00000576,Fiber 799,Fiber,150,2026-06-24,Inactive
CUST01127,BB00000577,Fiber 799,Fiber,150,2022-08-14,Inactive
CUST04025,BB00000578,Fiber 499,Fiber,40,2024-05-12,Inactive
CUST03251,BB00000579,Fiber 799,Fiber,150,2025-01-10,Inactive
CUST03902,BB00000580,Fiber 499,Fiber,40,2023-11-21,Inactive
CUST01096,BB00000581,Fiber 1999,Fiber,500,2026-06-21,Suspended
CUST04546,BB00000582,Fiber 1999,Fiber,500,2022-09-14,Inactive
CUST01213,BB00000583,Fiber 1999,Fiber,500,2025-06-27,Active
CUST03922,BB00000584,Fiber 499,Fiber,40,2025-05-09,Suspended
CUST01426,BB00000585,Fiber 799,Fiber,150,2026-05-18,Suspended
CUST03067,BB00000586,Fiber 1499,Fiber,300,2023-05-16,Suspended
CUST04520,BB00000587,Fiber 499,Fiber,40,2023-04-11,Inactive
CUST02101,BB00000588,Fiber 499,Fiber,40,2021-11-10,Active
CUST00808,BB00000589,Fiber 2499,Fiber,1000,2025-03-19,Inactive
CUST04744,BB00000590,Fiber 799,Fiber,150,2025-12-01,Inactive
CUST03751,BB00000591,Fiber 499,Fiber,40,2021-08-09,Active
CUST01363,BB00000592,Fiber 1999,Fiber,500,2024-01-27,Suspended
CUST02318,BB00000593,Fiber 999,Fiber,200,2025-08-08,Active
CUST04582,BB00000594,Fiber 699,Fiber,100,2025-08-25,Active
CUST04742,BB00000595,Fiber 2499,Fiber,1000,2023-08-08,Active
CUST01026,BB00000596,Fiber 999,Fiber,200,2024-08-19,Inactive
CUST03110,BB00000597,Fiber 1999,Fiber,500,2023-03-20,Inactive
CUST02111,BB00000598,Fiber 799,Fiber,150,2021-07-15,Active
CUST01042,BB00000599,Fiber 499,Fiber,40,2023-05-06,Inactive
CUST01877,BB00000600,Fiber 1499,Fiber,300,2024-08-11,Suspended
CUST00882,BB00000601,Fiber 1999,Fiber,500,2021-08-25,Active
CUST04300,BB00000602,Fiber 799,Fiber,150,2022-09-21,Suspended
CUST01193,BB00000603,Fiber 799,Fiber,150,2021-11-24,Inactive
CUST04588,BB00000604,Fiber 2499,Fiber,1000,2026-05-25,Inactive
CUST04511,BB00000605,Fiber 2499,Fiber,1000,2022-12-17,Suspended
CUST03671,BB00000606,Fiber 799,Fiber,150,2022-04-17,Suspended
CUST00625,BB00000607,Fiber 1499,Fiber,300,2022-08-23,Suspended
CUST02797,BB00000608,Fiber 499,Fiber,40,2022-02-24,Inactive
CUST04292,BB00000609,Fiber 1499,Fiber,300,2023-11-02,Active
CUST04969,BB00000610,Fiber 1999,Fiber,500,2022-11-09,Suspended
CUST00234,BB00000611,Fiber 2499,Fiber,1000,2024-01-09,Active
CUST04567,BB00000612,Fiber 1499,Fiber,300,2021-11-19,Inactive
CUST01663,BB00000613,Fiber 799,Fiber,150,2022-10-15,Active
CUST00416,BB00000614,Fiber 1999,Fiber,500,2024-10-18,Active
CUST04247,BB00000615,Fiber 1499,Fiber,300,2024-07-10,Suspended
CUST02174,BB00000616,Fiber 999,Fiber,200,2023-02-19,Suspended
CUST01457,BB00000617,Fiber 499,Fiber,40,2023-10-08,Suspended
CUST00747,BB00000618,Fiber 999,Fiber,200,2024-03-16,Inactive
CUST00018,BB00000619,Fiber 999,Fiber,200,2021-12-29,Active
CUST01201,BB00000620,Fiber 1499,Fiber,300,2022-02-14,Suspended
CUST01700,BB00000621,Fiber 1499,Fiber,300,2023-03-18,Inactive
CUST03254,BB00000622,Fiber 799,Fiber,150,2022-12-25,Suspended
CUST00597,BB00000623,Fiber 699,Fiber,100,2022-06-21,Active
CUST03227,BB00000624,Fiber 2499,Fiber,1000,2024-01-02,Active
CUST04406,BB00000625,Fiber 499,Fiber,40,2022-03-16,Suspended
CUST04720,BB00000626,Fiber 799,Fiber,150,2022-12-28,Active
CUST01506,BB00000627,Fiber 2499,Fiber,1000,2022-09-24,Inactive
CUST01413,BB00000628,Fiber 799,Fiber,150,2023-08-28,Suspended
CUST01966,BB00000629,Fiber 499,Fiber,40,2022-12-03,Inactive
CUST00372,BB00000630,Fiber 699,Fiber,100,2025-06-08,Suspended
CUST01341,BB00000631,Fiber 999,Fiber,200,2022-12-19,Inactive
CUST00599,BB00000632,Fiber 1999,Fiber,500,2022-03-10,Suspended
CUST00239,BB00000633,Fiber 799,Fiber,150,2022-06-12,Inactive
CUST03401,BB00000634,Fiber 499,Fiber,40,2022-08-13,Suspended
CUST02068,BB00000635,Fiber 999,Fiber,200,2024-09-05,Inactive
CUST00811,BB00000636,Fiber 499,Fiber,40,2023-09-25,Inactive
CUST01095,BB00000637,Fiber 799,Fiber,150,2023-09-04,Suspended
CUST04325,BB00000638,Fiber 1999,Fiber,500,2024-11-18,Active
CUST04761,BB00000639,Fiber 1499,Fiber,300,2026-03-25,Inactive
CUST03677,BB00000640,Fiber 699,Fiber,100,2021-10-14,Inactive
CUST03465,BB00000641,Fiber 699,Fiber,100,2024-07-24,Active
CUST03104,BB00000642,Fiber 699,Fiber,100,2022-05-16,Suspended
CUST02750,BB00000643,Fiber 2499,Fiber,1000,2023-07-17,Active
CUST02296,BB00000644,Fiber 1999,Fiber,500,2022-10-25,Inactive
CUST04193,BB00000645,Fiber 2499,Fiber,1000,2026-03-14,Suspended
CUST03709,BB00000646,Fiber 499,Fiber,40,2023-07-26,Suspended
CUST03019,BB00000647,Fiber 699,Fiber,100,2022-11-02,Suspended
CUST04253,BB00000648,Fiber 699,Fiber,100,2023-09-07,Inactive
CUST00804,BB00000649,Fiber 1499,Fiber,300,2024-10-28,Inactive
CUST04191,BB00000650,Fiber 1499,Fiber,300,2026-06-24,Inactive
CUST03706,BB00000651,Fiber 1499,Fiber,300,2022-02-03,Inactive
CUST00752,BB00000652,Fiber 799,Fiber,150,2026-03-08,Suspended
CUST04645,BB00000653,Fiber 2499,Fiber,1000,2023-11-20,Suspended
CUST02532,BB00000654,Fiber 499,Fiber,40,2022-10-09,Inactive
CUST00622,BB00000655,Fiber 999,Fiber,200,2024-08-25,Active
CUST02298,BB00000656,Fiber 2499,Fiber,1000,2023-06-22,Suspended
CUST03829,BB00000657,Fiber 799,Fiber,150,2025-06-20,Suspended
CUST00567,BB00000658,Fiber 2499,Fiber,1000,2023-07-24,Inactive
CUST01136,BB00000659,Fiber 999,Fiber,200,2024-01-09,Inactive
CUST01205,BB00000660,Fiber 2499,Fiber,1000,2021-10-29,Suspended
CUST01048,BB00000661,Fiber 799,Fiber,150,2024-11-14,Inactive
CUST00052,BB00000662,Fiber 799,Fiber,150,2023-11-25,Active
CUST03652,BB00000663,Fiber 799,Fiber,150,2021-09-25,Inactive
CUST01045,BB00000664,Fiber 699,Fiber,100,2023-03-11,Suspended
CUST02182,BB00000665,Fiber 1499,Fiber,300,2023-03-08,Active
CUST02689,BB00000666,Fiber 799,Fiber,150,2025-04-19,Active
CUST00535,BB00000667,Fiber 499,Fiber,40,2022-07-20,Active
CUST03185,BB00000668,Fiber 1499,Fiber,300,2026-01-09,Inactive
CUST03858,BB00000669,Fiber 1999,Fiber,500,2025-01-16,Active
CUST00444,BB00000670,Fiber 999,Fiber,200,2023-06-19,Active
CUST03605,BB00000671,Fiber 1499,Fiber,300,2021-12-08,Inactive
CUST00196,BB00000672,Fiber 2499,Fiber,1000,2024-06-26,Suspended
CUST01116,BB00000673,Fiber 2499,Fiber,1000,2025-12-16,Inactive
CUST00766,BB00000674,Fiber 799,Fiber,150,2025-03-08,Active
CUST01946,BB00000675,Fiber 1499,Fiber,300,2024-07-11,Active
CUST03248,BB00000676,Fiber 999,Fiber,200,2024-05-22,Inactive
CUST03003,BB00000677,Fiber 499,Fiber,40,2025-12-16,Active
CUST01433,BB00000678,Fiber 1999,Fiber,500,2021-09-14,Inactive
CUST04201,BB00000679,Fiber 1999,Fiber,500,2022-06-11,Active
CUST03096,BB00000680,Fiber 699,Fiber,100,2022-10-13,Active
CUST02923,BB00000681,Fiber 1999,Fiber,500,2023-06-27,Active
CUST00645,BB00000682,Fiber 799,Fiber,150,2026-04-03,Active
CUST01050,BB00000683,Fiber 2499,Fiber,1000,2022-03-09,Suspended
CUST03746,BB00000684,Fiber 499,Fiber,40,2024-08-01,Suspended
CUST04094,BB00000685,Fiber 1999,Fiber,500,2024-05-04,Active
CUST04404,BB00000686,Fiber 799,Fiber,150,2022-10-12,Active
CUST00121,BB00000687,Fiber 1999,Fiber,500,2022-01-08,Active
CUST02053,BB00000688,Fiber 1999,Fiber,500,2025-08-18,Active
CUST04259,BB00000689,Fiber 699,Fiber,100,2023-12-29,Suspended
CUST04889,BB00000690,Fiber 1999,Fiber,500,2024-03-30,Active
CUST04335,BB00000691,Fiber 999,Fiber,200,2022-09-20,Suspended
CUST04692,BB00000692,Fiber 2499,Fiber,1000,2023-06-01,Suspended
CUST00135,BB00000693,Fiber 699,Fiber,100,2023-05-16,Suspended
CUST02461,BB00000694,Fiber 2499,Fiber,1000,2026-06-11,Active
CUST01955,BB00000695,Fiber 499,Fiber,40,2025-02-25,Suspended
CUST02464,BB00000696,Fiber 999,Fiber,200,2023-11-06,Inactive
CUST00185,BB00000697,Fiber 499,Fiber,40,2022-08-16,Inactive
CUST01393,BB00000698,Fiber 799,Fiber,150,2021-08-19,Suspended
CUST02277,BB00000699,Fiber 799,Fiber,150,2024-06-14,Suspended
CUST00512,BB00000700,Fiber 1499,Fiber,300,2025-12-18,Inactive
CUST04730,BB00000701,Fiber 699,Fiber,100,2023-12-29,Active
CUST04055,BB00000702,Fiber 1999,Fiber,500,2025-05-21,Suspended
CUST03138,BB00000703,Fiber 2499,Fiber,1000,2025-02-15,Inactive
CUST02670,BB00000704,Fiber 2499,Fiber,1000,2025-09-29,Suspended
CUST04774,BB00000705,Fiber 2499,Fiber,1000,2025-04-01,Suspended
CUST04862,BB00000706,Fiber 1499,Fiber,300,2022-10-04,Active
CUST02118,BB00000707,Fiber 699,Fiber,100,2022-10-24,Suspended
CUST00252,BB00000708,Fiber 699,Fiber,100,2023-01-24,Inactive
CUST03527,BB00000709,Fiber 699,Fiber,100,2026-06-16,Suspended
CUST03560,BB00000710,Fiber 999,Fiber,200,2021-11-20,Suspended
CUST04012,BB00000711,Fiber 799,Fiber,150,2022-12-06,Suspended
CUST01508,BB00000712,Fiber 1999,Fiber,500,2022-03-18,Suspended
CUST00123,BB00000713,Fiber 999,Fiber,200,2025-01-20,Suspended
CUST04260,BB00000714,Fiber 1499,Fiber,300,2022-07-17,Active
CUST03334,BB00000715,Fiber 1499,Fiber,300,2022-07-29,Active
CUST01872,BB00000716,Fiber 499,Fiber,40,2023-02-04,Active
CUST03693,BB00000717,Fiber 699,Fiber,100,2024-03-01,Active
CUST00568,BB00000718,Fiber 699,Fiber,100,2021-09-25,Suspended
CUST01372,BB00000719,Fiber 999,Fiber,200,2021-08-29,Suspended
CUST03186,BB00000720,Fiber 499,Fiber,40,2026-03-22,Suspended
CUST03956,BB00000721,Fiber 499,Fiber,40,2025-06-12,Inactive
CUST01057,BB00000722,Fiber 699,Fiber,100,2022-02-14,Inactive
CUST00857,BB00000723,Fiber 1499,Fiber,300,2024-11-19,Suspended
CUST03839,BB00000724,Fiber 499,Fiber,40,2022-08-24,Active
CUST02861,BB00000725,Fiber 2499,Fiber,1000,2025-09-01,Suspended
CUST04770,BB00000726,Fiber 1999,Fiber,500,2023-07-11,Suspended
CUST00777,BB00000727,Fiber 499,Fiber,40,2023-09-23,Suspended
CUST00721,BB00000728,Fiber 799,Fiber,150,2022-02-01,Active
CUST02711,BB00000729,Fiber 1499,Fiber,300,2025-04-20,Inactive
CUST02655,BB00000730,Fiber 2499,Fiber,1000,2024-02-04,Inactive
CUST04878,BB00000731,Fiber 1999,Fiber,500,2025-05-02,Inactive
CUST00603,BB00000732,Fiber 499,Fiber,40,2021-12-26,Active
CUST03823,BB00000733,Fiber 1999,Fiber,500,2023-07-12,Inactive
CUST01245,BB00000734,Fiber 799,Fiber,150,2025-12-03,Active
